Sample_ID,Bioproject,Name_cn,Name,Whiteness Degree of Complete Grain (%),Whiteness Degree of Dead Grain (%),Amylose Content of Grain (%),Protein Content of Grain (%),Taste Score of Cooked Grain,Water Content of Grain,Awn Length (cm),Grain Length (mm),Grain Width (mm),Grain Thickness (mm),Grain Length Width Ratio (%),1000-Grain Weight (g),Flag Leaf Length (cm),Flag Leaf Width (cm),Leaf Blade Width (cm),Leaf Sheath Color,Leaf Rolling Index (%),Plant Height (cm),Panicle Length (cm),Culm Length (cm),Ligule Llength (mm),SPAD Value of Flag Leaf,Tiller Number per Plant (num),Blighted Grains per Plant (num),Blighted Grains per Panicle (num),Blighted Grains Weight per Plant (g),Filled Grains per Plant,Filled Grains per Panicle,Filled Grains Weight per Plant (g),Grain Number per Panicle (num),Seed Setting Rate (%),Grain Yield per Plant (g),Panicle Number per Plant (num),Number of Productive Panicle per Plant (num),Panicle Weight (g),Spikelet Number per Panicle (num),Panicle Weight per Plant (g),Yield per Plant (g),"Heading Date (50%, days)",Seedling Height (cm),Cd concentration,Treatment,Years,Region,Region_cn
SAMC008203,PRJCA000322,秀水09(嘉兴),XiuShui09,,,,,,,,7.2,3.2,,,18.2,,,,,,90,,,,,9,,,,,,,,,16.9,,,,,,,141,,,,2015,Beijing,北京市
SAMC008204,PRJCA000322,秀水114,XiuShui114,,,,,,,,7.2,3.3,,,18.7,,,,,,98,,,,,7,,,,,,,,,15.4,,,,,,,135,,,,2015,Beijing,北京市
SAMC008205,PRJCA000322,秀水123(嘉兴),XiuShui123,,,,,,,,7.4,3.3,,,21.4,,,,,,98,,,,,6,,,,,,,,,16.2,,,,,,,137,,,,2015,Beijing,北京市
SAMC008206,PRJCA000322,连粳9号,LianGeng9Hao,,,,,,,,7,3.2,,,25.8,,,,,,104,,,,,7,,,,,,,,,22.7,,,,,,,126,,,,2015,Beijing,北京市
SAMC008207,PRJCA000322,秀水137(嘉兴),XiuShui137,,,,,,,,7.4,3.3,,,21.6,,,,,,96,,,,,8,,,,,,,,,18.9,,,,,,,135,,,,2015,Beijing,北京市
SAMC008208,PRJCA000322,秀水128(嘉兴),XiuShui128,,,,,,,,7.3,3.2,,,17.2,,,,,,97,,,,,7,,,,,,,,,12.9,,,,,,,139,,,,2015,Beijing,北京市
SAMC008209,PRJCA000322,嘉33,Jia33,,,,,,,,6.9,3.4,,,26.2,,,,,,104,,,,,9,,,,,,,,,37.9,,,,,,,127,,,,2015,Beijing,北京市
SAMC008210,PRJCA000322,丙8979(嘉兴),Bing8979,,,,,,,,7,3.2,,,24.3,,,,,,103,,,,,9,,,,,,,,,25.7,,,,,,,124,,,,2015,Beijing,北京市
SAMC008211,PRJCA000322,丙03123(嘉兴),Bing03123,,,,,,,,7.2,3.3,,,20.4,,,,,,97,,,,,9,,,,,,,,,19.5,,,,,,,138,,,,2015,Beijing,北京市
SAMC008212,PRJCA000322,丙03123(嘉兴),Bing03123,,,,,,,,7.3,3.3,,,22.6,,,,,,101,,,,,9,,,,,,,,,21.3,,,,,,,135,,,,2015,Beijing,北京市
SAMC008213,PRJCA000322,丙03123(嘉兴),Bing03123,,,,,,,,6.9,3.5,,,27.7,,,,,,103,,,,,8,,,,,,,,,32.4,,,,,,,125,,,,2015,Beijing,北京市
SAMC008214,PRJCA000322,嘉02147(嘉兴),Jia02147(JiaXing),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,,,,2015,Beijing,北京市
SAMC008215,PRJCA000322,嘉花1号(嘉兴),JiaHua1Hao,,,,,,,,7.2,3.2,,,24,,,,,,94,,,,,8,,,,,,,,,22.7,,,,,,,133,,,,2015,Beijing,北京市
SAMC008216,PRJCA000322,春江1号,ChunJiang1Hao,,,,,,,,7.5,3.2,,,21.5,,,,,,92,,,,,14,,,,,,,,,17.1,,,,,,,139,,,,2015,Beijing,北京市
SAMC008217,PRJCA000322,连粳10号,LianGeng10Hao,,,,,,,,7.2,3.2,,,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,121,,,,2015,Beijing,北京市
SAMC008218,PRJCA000322,优Ⅰ,YouI,,,,,,,,7.4,3.3,,,20.8,,,,,,101,,,,,13,,,,,,,,,20.9,,,,,,,142,,,,2015,Beijing,北京市
SAMC008219,PRJCA000322,甬粳05-8,YongGeng05-8,,,,,,,,6.9,3.3,,,12.9,,,,,,102,,,,,8,,,,,,,,,11,,,,,,,141,,,,2015,Beijing,北京市
SAMC008220,PRJCA000322,甬直19,YongZhi19,,,,,,,,6.8,3.4,,,19.3,,,,,,107,,,,,7,,,,,,,,,14.7,,,,,,,140,,,,2015,Beijing,北京市
SAMC008221,PRJCA000322,沪粳312,HuGeng312,,,,,,,,7.6,3.2,,,24.8,,,,,,92,,,,,12,,,,,,,,,31.3,,,,,,,118,,,,2015,Beijing,北京市
SAMC008222,PRJCA000322,青角301,QingJiao301,,,,,,,,7.6,3,,,26.7,,,,,,102,,,,,7,,,,,,,,,25.9,,,,,,,117,,,,2015,Beijing,北京市
SAMC008223,PRJCA000322,青角307,QingJiao307,,,,,,,,7,3,,,15.9,,,,,,98,,,,,9,,,,,,,,,11,,,,,,,145,,,,2015,Beijing,北京市
SAMC008224,PRJCA000322,宝农34,BaoNong34,,,,,,,,7.4,3.1,,,22.7,,,,,,100,,,,,4,,,,,,,,,13.1,,,,,,,134,,,,2015,Beijing,北京市
SAMC008225,PRJCA000322,金农丰,JinNongFeng,,,,,,,,7.4,2.9,,,22.1,,,,,,104,,,,,6,,,,,,,,,16.8,,,,,,,134,,,,2015,Beijing,北京市
SAMC008226,PRJCA000322,金丰,JinFeng,,,,,,,,7.6,3,,,21.9,,,,,,108,,,,,5,,,,,,,,,17.6,,,,,,,133,,,,2015,Beijing,北京市
SAMC008227,PRJCA000322,申士3号,ShenShi3Hao,,,,,,,,7.6,3.2,,,17.4,,,,,,101,,,,,6,,,,,,,,,15.2,,,,,,,142,,,,2015,Beijing,北京市
SAMC008228,PRJCA000322,连粳11号,LianGeng11Hao,,,,,,,,7.2,3.2,,,25.7,,,,,,104,,,,,7,,,,,,,,,26,,,,,,,125,,,,2015,Beijing,北京市
SAMC008229,PRJCA000322,C418,C418,,,,,,,,8.3,3,,,28,,,,,,124,,,,,7,,,,,,,,,36.8,,,,,,,108,,,,2015,Beijing,北京市
SAMC008230,PRJCA000322,轮回422,LunHui422,,,,,,,,8.7,2.9,,,25.5,,,,,,103,,,,,8,,,,,,,,,36.4,,,,,,,108,,,,2015,Beijing,北京市
SAMC008231,PRJCA000322,R162,R162,,,,,,,,6.4,3.2,,,21.5,,,,,,110,,,,,6,,,,,,,,,20.2,,,,,,,128,,,,2015,Beijing,北京市
SAMC008232,PRJCA000322,湘晴,XiangQing,,,,,,,,6.7,2.9,,,10.8,,,,,,113,,,,,7,,,,,,,,,9.4,,,,,,,143,,,,2015,Beijing,北京市
SAMC008233,PRJCA000322,中超123,Zhongchao123,,,,,,,,7.5,3.7,,,25.1,,,,,,112,,,,,5,,,,,,,,,20,,,,,,,139,,,,2015,Beijing,北京市
SAMC008234,PRJCA000322,C9083,C9083,,,,,,,,8,3.3,,,26.6,,,,,,88,,,,,3,,,,,,,,,18.3,,,,,,,104,,,,2015,Beijing,北京市
SAMC008235,PRJCA000322,R041,R041,,,,,,,,7.5,3.2,,,24.2,,,,,,92,,,,,5,,,,,,,,,14.7,,,,,,,135,,,,2015,Beijing,北京市
SAMC008236,PRJCA000322,旱粳王,HanGengWang,,,,,,,,8,3.8,,,38,,,,,,106,,,,,4,,,,,,,,,21.4,,,,,,,97,,,,2015,Beijing,北京市
SAMC008237,PRJCA000322,郑粳2号,ZhengGeng2Hao,,,,,,,,8.4,3.6,,,33.6,,,,,,109,,,,,6,,,,,,,,,24.8,,,,,,,97,,,,2015,Beijing,北京市
SAMC008238,PRJCA000322,郑旱8号,ZhengHan8Hao,,,,,,,,8.3,3.7,,,32.7,,,,,,97,,,,,6,,,,,,,,,17.5,,,,,,,90,,,,2015,Beijing,北京市
SAMC008239,PRJCA000322,淮稻5号,HuaiDao5Hao,,,,,,,,7.1,3.2,,,23.4,,,,,,101,,,,,6,,,,,,,,,13.3,,,,,,,133,,,,2015,Beijing,北京市
SAMC008240,PRJCA000322,旱稻8号,HanDao8Hao,,,,,,,,8.1,3.4,,,32.6,,,,,,128,,,,,11,,,,,,,,,42.1,,,,,,,97,,,,2015,Beijing,北京市
SAMC008241,PRJCA000322,洛稻998,LuoDao998,,,,,,,,7.7,3.5,,,29.3,,,,,,117,,,,,8,,,,,,,,,36.9,,,,,,,89,,,,2015,Beijing,北京市
SAMC008242,PRJCA000322,徐旱29,XuHan29,,,,,,,,7.4,3.3,,,27.4,,,,,,104,,,,,7,,,,,,,,,18.9,,,,,,,100,,,,2015,Beijing,北京市
SAMC008243,PRJCA000322,旱稻44,HanDao44,,,,,,,,8.5,3.5,,,33.5,,,,,,127,,,,,7,,,,,,,,,26.4,,,,,,,97,,,,2015,Beijing,北京市
SAMC008244,PRJCA000322,旱稻108,HanDao108,,,,,,,,9.6,3.4,,,39.5,,,,,,120,,,,,8,,,,,,,,,24.8,,,,,,,100,,,,2015,Beijing,北京市
SAMC008245,PRJCA000322,旱稻277,HanDao277,,,,,,,,8,3.6,,,32.1,,,,,,114,,,,,7,,,,,,,,,21,,,,,,,97,,,,2015,Beijing,北京市
SAMC008246,PRJCA000322,旱287,Han287,,,,,,,,7.3,3.3,,,24.4,,,,,,101,,,,,14,,,,,,,,,67.5,,,,,,,126,,,,2015,Beijing,北京市
SAMC008247,PRJCA000322,旱稻442,HanDao442,,,,,,,,6.9,3.5,,,24.1,,,,,,96,,,,,11,,,,,,,,,31.4,,,,,,,105,,,,2015,Beijing,北京市
SAMC008248,PRJCA000322,中旱502,ZhongHan502,,,,,,,,8.4,3.5,,,34.4,,,,,,115,,,,,5,,,,,,,,,19.6,,,,,,,107,,,,2015,Beijing,北京市
SAMC008249,PRJCA000322,津9540,Jin9540,,,,,,,,8.2,3.3,,,32,,,,,,129,,,,,7,,,,,,,,,26.3,,,,,,,99,,,,2015,Beijing,北京市
SAMC008250,PRJCA000322,淮稻9号,HuaiDao9Hao,,,,,,,,7.8,3.2,,,27.3,,,,,,102,,,,,4,,,,,,,,,13.1,,,,,,,132,,,,2015,Beijing,北京市
SAMC008251,PRJCA000322,盐粳2号,YanGeng2Hao,,,,,,,,6.4,3.1,,,21.4,,,,,,74,,,,,15,,,,,,,,,25.2,,,,,,,131,,,,2015,Beijing,北京市
SAMC008252,PRJCA000322,盐粳5号,YanGeng5Hao,,,,,,,,6.9,3.2,,,20.9,,,,,,77,,,,,12,,,,,,,,,22.6,,,,,,,137,,,,2015,Beijing,北京市
SAMC008253,PRJCA000322,吉粳83,JiGeng83Hao,,,,,,,,7.3,3.2,,,26.8,,,,,,108,,,,,13,,,,,,,,,38.8,,,,,,,95,,,,2015,Beijing,北京市
SAMC008254,PRJCA000322,吉粳88,JiGeng88Hao,,,,,,,,6.4,3.1,,,22,,,,,,95,,,,,12,,,,,,,,,42.2,,,,,,,90,,,,2015,Beijing,北京市
SAMC008255,PRJCA000322,长白16,ChangBai16,,,,,,,,7,3.2,,,26.5,,,,,,89,,,,,11,,,,,,,,,25,,,,,,,86,,,,2015,Beijing,北京市
SAMC008256,PRJCA000322,龙粳05-191,LongGeng05-191,,,,,,,,6.8,3.2,,,26.3,,,,,,61,,,,,8,,,,,,,,,8.3,,,,,,,56,,,,2015,Beijing,北京市
SAMC008257,PRJCA000322,龙粳25,LongGeng25Hao,,,,,,,,6.6,3.1,,,23.7,,,,,,68,,,,,16,,,,,,,,,14,,,,,,,64,,,,2015,Beijing,北京市
SAMC008258,PRJCA000322,龙粳26,LongGeng26Hao,,,,,,,,7.1,3.3,,,27.8,,,,,,73,,,,,12,,,,,,,,,12.9,,,,,,,64,,,,2015,Beijing,北京市
SAMC008259,PRJCA000322,辽粳21,LiaoGeng21,,,,,,,,7.4,3,,,25.3,,,,,,101,,,,,8,,,,,,,,,39.8,,,,,,,100,,,,2015,Beijing,北京市
SAMC008260,PRJCA000322,宁粳28号（宁夏大学农学院）,NingGeng28Hao,,,,,,,,7.3,3.3,,,28.3,,,,,,110,,,,,6,,,,,,,,,35,,,,,,,100,,,,2015,Beijing,北京市
SAMC008261,PRJCA000322,淮稻11,HuaiDao11Hao,,,,,,,,7.6,3.3,,,27.4,,,,,,116,,,,,5,,,,,,,,,17.6,,,,,,,127,,,,2015,Beijing,北京市
SAMC008262,PRJCA000322,宁粳35号（宁夏大学农学院）,NingGeng35Hao,,,,,,,,7.2,3.3,,,27.2,,,,,,109,,,,,7,,,,,,,,,37.3,,,,,,,99,,,,2015,Beijing,北京市
SAMC008263,PRJCA000322,宁粳38号（宁夏大学农学院）,NingGeng38Hao,,,,,,,,8,2.9,,,25.5,,,,,,99,,,,,8,,,,,,,,,27.5,,,,,,,91,,,,2015,Beijing,北京市
SAMC008264,PRJCA000322,宁粳43号（宁夏大学农学院）,NingGeng43Hao,,,,,,,,7.8,3,,,25.9,,,,,,110,,,,,11,,,,,,,,,39.6,,,,,,,93,,,,2015,Beijing,北京市
SAMC008265,PRJCA000322,丹粳06-8,DanGeng06-8,,,,,,,,6.9,3.3,,,26.3,,,,,,106,,,,,11,,,,,,,,,39.8,,,,,,,122,,,,2015,Beijing,北京市
SAMC008266,PRJCA000322,嘉09-90,Jia09-90,,,,,,,,7,3.3,,,22.2,,,,,,108,,,,,6,,,,,,,,,19.3,,,,,,,135,,,,2015,Beijing,北京市
SAMC008267,PRJCA000322,常熟-6-85,ChangShu-6-85,,,,,,,,7.3,3.2,,,16.6,,,,,,116,,,,,8,,,,,,,,,27.6,,,,,,,115,,,,2015,Beijing,北京市
SAMC008268,PRJCA000322,R972,R972,,,,,,,,6.9,3.2,,,20.1,,,,,,96,,,,,8,,,,,,,,,19.7,,,,,,,133,,,,2015,Beijing,北京市
SAMC008269,PRJCA000322,宁粳24号(宁夏农学院),NingGeng24Hao,,,,,,,,7.8,2.9,,,24.7,,,,,,115,,,,,8,,,,,,,,,33.8,,,,,,,104,,,,2015,Beijing,北京市
SAMC008270,PRJCA000322,宁粳36号(宁夏农学院),NingGeng36Hao,,,,,,,,8.3,2.7,,,25.2,,,,,,119,,,,,9,,,,,,,,,33.1,,,,,,,100,,,,2015,Beijing,北京市
SAMC008271,PRJCA000322,宁粳37号(宁夏农学院),NingGeng37Hao,,,,,,,,6.9,3.1,,,22.1,,,,,,102,,,,,7,,,,,,,,,19.5,,,,,,,93,,,,2015,Beijing,北京市
SAMC008272,PRJCA000322,淮糯12,HuaiNuo12Hao,,,,,,,,6.6,3.2,,,23.3,,,,,,105,,,,,6,,,,,,,,,18.2,,,,,,,126,,,,2015,Beijing,北京市
SAMC008273,PRJCA000322,宁粳41号(宁夏农学院),NingGeng41Hao,,,,,,,,7,3.2,,,25.6,,,,,,109,,,,,9,,,,,,,,,28.3,,,,,,,89,,,,2015,Beijing,北京市
SAMC008274,PRJCA000322,辽源31-1,LiaoYuan31-1,,,,,,,,7.2,3.2,,,24.9,,,,,,108,,,,,11,,,,,,,,,25.9,,,,,,,95,,,,2015,Beijing,北京市
SAMC008275,PRJCA000322,辽源31-2,LiaoYuan31-2,,,,,,,,8.6,2.7,,,26.2,,,,,,115,,,,,11,,,,,,,,,30.4,,,,,,,97,,,,2015,Beijing,北京市
SAMC008276,PRJCA000322,吉粳80,JiGeng80Hao,,,,,,,,7.3,3.1,,,26,,,,,,100,,,,,16,,,,,,,,,38,,,,,,,100,,,,2015,Beijing,北京市
SAMC008277,PRJCA000322,津稻253,JinDao253,,,,,,,,6.8,3.1,,,24,,,,,,104,,,,,13,,,,,,,,,26.8,,,,,,,122,,,,2015,Beijing,北京市
SAMC008278,PRJCA000322,天津28-1,TianJin28-1,,,,,,,,6.9,3.2,,,25.4,,,,,,109,,,,,9,,,,,,,,,33.8,,,,,,,125,,,,2015,Beijing,北京市
SAMC008279,PRJCA000322,津源45,JinYuan45,,,,,,,,6.4,3,,,22.6,,,,,,108,,,,,10,,,,,,,,,40.5,,,,,,,113,,,,2015,Beijing,北京市
SAMC008280,PRJCA000322,松粳9号,SongGeng9Hao,,,,,,,,7.7,2.8,,,24.7,,,,,,115,,,,,11,,,,,,,,,35.8,,,,,,,93,,,,2015,Beijing,北京市
SAMC008281,PRJCA000322,松粳12号,SongGeng12Hao,,,,,,,,8.2,2.6,,,25.1,,,,,,119,,,,,10,,,,,,,,,28.8,,,,,,,90,,,,2015,Beijing,北京市
SAMC008282,PRJCA000322,铁粳7号,TieGeng7Hao,,,,,,,,6.7,3.1,,,25.2,,,,,,108,,,,,9,,,,,,,,,40.9,,,,,,,97,,,,2015,Beijing,北京市
SAMC008283,PRJCA000322,淮稻13,HuaiDao13Hao,,,,,,,,7.7,3.3,,,24.5,,,,,,115,,,,,5,,,,,,,,,17.5,,,,,,,130,,,,2015,Beijing,北京市
SAMC008284,PRJCA000322,豫粳6号,YuGeng6Hao,,,,,,,,6.8,3.1,,,23.6,,,,,,110,,,,,13,,,,,,,,,34.9,,,,,,,127,,,,2015,Beijing,北京市
SAMC008285,PRJCA000322,台0206,Tai0206,,,,,,,,6.8,3.3,,,14.4,,,,,,108,,,,,5,,,,,,,,,8.8,,,,,,,139,,,,2015,Beijing,北京市
SAMC008286,PRJCA000322,佳禾218,JiaHe218,,,,,,,,9.2,2.9,,,20.3,,,,,,85,,,,,9,,,,,,,,,14.6,,,,,,,138,,,,2015,Beijing,北京市
SAMC008287,PRJCA000322,日本晴,Nipponbare,,,,,,,,7,3.1,,,24.2,,,,,,101,,,,,10,,,,,,,,,26.3,,,,,,,121,,,,2015,Beijing,北京市
SAMC008288,PRJCA000322,东海不抗条,DongHaiBuKangTiao,,,,,,,,6.9,3.4,,,27.1,,,,,,91,,,,,6,,,,,,,,,21,,,,,,,105,,,,2015,Beijing,北京市
SAMC008289,PRJCA000322,苏御糯,SuYuNuo,,,,,,,,8.7,4,,,27.5,,,,,,101,,,,,8,,,,,,,,,25.4,,,,,,,126,,,,2015,Beijing,北京市
SAMC008290,PRJCA000322,湘恢628,XiangHui628,,,,,,,,6.9,3.8,,,25.3,,,,,,94,,,,,5,,,,,,,,,33.5,,,,,,,103,,,,2015,Beijing,北京市
SAMC008291,PRJCA000322,台湾30,TaiWan30,,,,,,,,7.2,3.4,,,28.4,,,,,,113,,,,,10,,,,,,,,,42.8,,,,,,,110,,,,2015,Beijing,北京市
SAMC008292,PRJCA000322,台湾50,TaiWan50,,,,,,,,7,3.4,,,25.6,,,,,,105,,,,,7,,,,,,,,,17.3,,,,,,,111,,,,2015,Beijing,北京市
SAMC008293,PRJCA000322,台湾65,TaiWan65,,,,,,,,6.6,3.4,,,25.8,,,,,,109,,,,,9,,,,,,,,,18.4,,,,,,,113,,,,2015,Beijing,北京市
SAMC008294,PRJCA000322,徐稻4号,XuDao4Hao,,,,,,,,6.7,3.1,,,21.3,,,,,,113,,,,,12,,,,,,,,,43.7,,,,,,,121,,,,2015,Beijing,北京市
SAMC008295,PRJCA000322,淮稻14,HuaiDao14Hao,,,,,,,,7.4,3.3,,,19.2,,,,,,108,,,,,5,,,,,,,,,10.9,,,,,,,132,,,,2015,Beijing,北京市
SAMC008296,PRJCA000322,淮稻15,HuaiDao15Hao,,,,,,,,7.4,3.4,,,27,,,,,,109,,,,,8,,,,,,,,,21,,,,,,,133,,,,2015,Beijing,北京市
SAMC008297,PRJCA000322,盐选2号,YanXuan2Hao,,,,,,,,7.1,3.3,,,26.8,,,,,,114,,,,,10,,,,,,,,,30.3,,,,,,,123,,,,2015,Beijing,北京市
SAMC008298,PRJCA000322,盐粳6号,YanGeng6Hao,,,,,,,,6.5,3.2,,,23.6,,,,,,109,,,,,9,,,,,,,,,25.1,,,,,,,123,,,,2015,Beijing,北京市
SAMC008299,PRJCA000322,盐粳7号,YanGeng7Hao,,,,,,,,6.9,3.2,,,24.5,,,,,,106,,,,,9,,,,,,,,,31.6,,,,,,,127,,,,2015,Beijing,北京市
SAMC008300,PRJCA000322,盐粳9号,YanGeng9Hao,,,,,,,,7.1,3.3,,,24.4,,,,,,109,,,,,10,,,,,,,,,27.2,,,,,,,133,,,,2015,Beijing,北京市
SAMC008301,PRJCA000322,盐粳10号,YanGeng10Hao,,,,,,,,6.8,3.2,,,22.6,,,,,,106,,,,,11,,,,,,,,,28.7,,,,,,,135,,,,2015,Beijing,北京市
SAMC008302,PRJCA000322,盐粳11号,YanGeng11Hao,,,,,,,,7.2,3.3,,,25,,,,,,104,,,,,12,,,,,,,,,35.3,,,,,,,123,,,,2015,Beijing,北京市
SAMC008303,PRJCA000322,盐稻815,YanDao815,,,,,,,,7.1,2.9,,,20,,,,,,101,,,,,8,,,,,,,,,16.3,,,,,,,136,,,,2015,Beijing,北京市
SAMC008304,PRJCA000322,盐稻8号,YanDao8Hao,,,,,,,,6.8,3.1,,,22.9,,,,,,109,,,,,11,,,,,,,,,36.5,,,,,,,119,,,,2015,Beijing,北京市
SAMC008305,PRJCA000322,徐稻5号,XuDao5Hao,,,,,,,,7.1,3.3,,,23.7,,,,,,118,,,,,10,,,,,,,,,27.4,,,,,,,123,,,,2015,Beijing,北京市
SAMC008306,PRJCA000322,盐稻9号,YanDao9Hao,,,,,,,,7.1,3.2,,,23.6,,,,,,113,,,,,9,,,,,,,,,22.8,,,,,,,133,,,,2015,Beijing,北京市
SAMC008307,PRJCA000322,盐稻60,YanDao60Hao,,,,,,,,6.6,3.2,,,21.3,,,,,,118,,,,,13,,,,,,,,,36.3,,,,,,,125,,,,2015,Beijing,北京市
SAMC008308,PRJCA000322,扬粳805,YangGeng805,,,,,,,,6.7,3.2,,,20.6,,,,,,110,,,,,9,,,,,,,,,20.5,,,,,,,133,,,,2015,Beijing,北京市
SAMC008309,PRJCA000322,香粳49,XiangGeng49,,,,,,,,6.9,3.3,,,22.6,,,,,,101,,,,,11,,,,,,,,,22.4,,,,,,,132,,,,2015,Beijing,北京市
SAMC008310,PRJCA000322,扬粳9538,YangGeng9538,,,,,,,,6.5,3.1,,,21.1,,,,,,104,,,,,8,,,,,,,,,15.2,,,,,,,130,,,,2015,Beijing,北京市
SAMC008311,PRJCA000322,扬粳4038,YangGeng4038,,,,,,,,7.2,3.3,,,26.3,,,,,,119,,,,,10,,,,,,,,,34.9,,,,,,,130,,,,2015,Beijing,北京市
SAMC008312,PRJCA000322,扬粳4227,YangGeng4227,,,,,,,,7.2,3.4,,,21.6,,,,,,109,,,,,7,,,,,,,,,15.2,,,,,,,138,,,,2015,Beijing,北京市
SAMC008313,PRJCA000322,扬粳806,YangGeng806,,,,,,,,7,3.2,,,19.9,,,,,,112,,,,,8,,,,,,,,,13.2,,,,,,,139,,,,2015,Beijing,北京市
SAMC008314,PRJCA000322,扬粳186,YangGeng186,,,,,,,,,,,,,,,,,,106,,,,,8,,,,,,,,,,,,,,,,125,,,,2015,Beijing,北京市
SAMC008315,PRJCA000322,扬粳687,YangGeng687,,,,,,,,,,,,,,,,,,104,,,,,9,,,,,,,,,,,,,,,,127,,,,2015,Beijing,北京市
SAMC008316,PRJCA000322,徐稻6号,XuDao6Hao,,,,,,,,6.7,3.2,,,23.7,,,,,,112,,,,,9,,,,,,,,,21.1,,,,,,,130,,,,2015,Beijing,北京市
SAMC008317,PRJCA000322,扬辐粳7号,YangFuGeng7Hao,,,,,,,,7,3.1,,,20.8,,,,,,113,,,,,13,,,,,,,,,34.4,,,,,,,133,,,,2015,Beijing,北京市
SAMC008318,PRJCA000322,扬辐粳8号,YangFuGeng8Hao,,,,,,,,6.9,3.2,,,22.3,,,,,,105,,,,,11,,,,,,,,,28.1,,,,,,,125,,,,2015,Beijing,北京市
SAMC008319,PRJCA000322,镇稻88,ZhenDao88Hao,,,,,,,,6.7,3.1,,,25.2,,,,,,109,,,,,7,,,,,,,,,25.7,,,,,,,122,,,,2015,Beijing,北京市
SAMC008320,PRJCA000322,镇稻99,ZhenDao99Hao,,,,,,,,6.7,3.3,,,25.2,,,,,,113,,,,,12,,,,,,,,,44.5,,,,,,,122,,,,2015,Beijing,北京市
SAMC008321,PRJCA000322,镇9424,Zhen9424,,,,,,,,7,3.4,,,26.3,,,,,,114,,,,,8,,,,,,,,,22.9,,,,,,,134,,,,2015,Beijing,北京市
SAMC008322,PRJCA000322,镇稻11,ZhenDao11,,,,,,,,7,3.1,,,16.2,,,,,,104,,,,,9,,,,,,,,,14.2,,,,,,,135,,,,2015,Beijing,北京市
SAMC008323,PRJCA000322,镇稻14号,ZhenDao14Hao,,,,,,,,7.5,3.3,,,22.7,,,,,,106,,,,,8,,,,,,,,,19.1,,,,,,,133,,,,2015,Beijing,北京市
SAMC008324,PRJCA000322,镇稻15号,ZhenDao15Hao,,,,,,,,7.7,3.3,,,24.8,,,,,,107,,,,,8,,,,,,,,,25.1,,,,,,,130,,,,2015,Beijing,北京市
SAMC008325,PRJCA000322,镇稻16号,ZhenDao16Hao,,,,,,,,7,3.1,,,17.5,,,,,,108,,,,,11,,,,,,,,,17.6,,,,,,,138,,,,2015,Beijing,北京市
SAMC008326,PRJCA000322,宁粳1号,NingGeng1Hao,,,,,,,,7.1,3.3,,,17.9,,,,,,104,,,,,11,,,,,,,,,14.7,,,,,,,143,,,,2015,Beijing,北京市
SAMC008327,PRJCA000322,徐稻7号,XuDao7Hao,,,,,,,,6.9,3.1,,,20.8,,,,,,108,,,,,10,,,,,,,,,25.6,,,,,,,125,,,,2015,Beijing,北京市
SAMC008328,PRJCA000322,宁粳3号,NingGeng3Hao,,,,,,,,7.4,3.1,,,17,,,,,,102,,,,,8,,,,,,,,,15.2,,,,,,,140,,,,2015,Beijing,北京市
SAMC008329,PRJCA000322,宁粳4号,NingGeng4Hao,,,,,,,,7,3.1,,,23.8,,,,,,110,,,,,11,,,,,,,,,37.1,,,,,,,125,,,,2015,Beijing,北京市
SAMC008330,PRJCA000322,宁粳5号,NingGeng5Hao,,,,,,,,7,3.2,,,19.8,,,,,,105,,,,,8,,,,,,,,,19.6,,,,,,,134,,,,2015,Beijing,北京市
SAMC008331,PRJCA000322,宁9108,Ning9108,,,,,,,,6.8,3.4,,,24.6,,,,,,95,,,,,10,,,,,,,,,30.7,,,,,,,130,,,,2015,Beijing,北京市
SAMC008332,PRJCA000322,宁5055,Ning5055,,,,,,,,6.5,3.4,,,16.8,,,,,,95,,,,,10,,,,,,,,,13.5,,,,,,,139,,,,2015,Beijing,北京市
SAMC008333,PRJCA000322,南粳44,NanGeng44,,,,,,,,6.9,3.3,,,22.8,,,,,,99,,,,,8,,,,,,,,,23.6,,,,,,,137,,,,2015,Beijing,北京市
SAMC008334,PRJCA000322,南粳46,NanGeng46,,,,,,,,6.8,3.2,,,18.5,,,,,,103,,,,,10,,,,,,,,,19.3,,,,,,,138,,,,2015,Beijing,北京市
SAMC008335,PRJCA000322,南粳49,NanGeng49,,,,,,,,6.9,3.2,,,22.2,,,,,,97,,,,,7,,,,,,,,,23.1,,,,,,,135,,,,2015,Beijing,北京市
SAMC008336,PRJCA000322,南粳41,NanGeng41,,,,,,,,7.2,3.4,,,27.1,,,,,,98,,,,,9,,,,,,,,,32.8,,,,,,,120,,,,2015,Beijing,北京市
SAMC008337,PRJCA000322,07GY31,07Gy31,,,,,,,,6.9,3.3,,,25.3,,,,,,94,,,,,10,,,,,,,,,42.8,,,,,,,126,,,,2015,Beijing,北京市
SAMC008338,PRJCA000322,徐粳8号,XuGeng8Hao,,,,,,,,6.6,3.3,,,22.4,,,,,,108,,,,,12,,,,,,,,,24.1,,,,,,,130,,,,2015,Beijing,北京市
