Sample_ID,Bioproject,Name_cn,Name,Whiteness_Degree_of_Complete_Grain(%),Whiteness_Degree_of_Dead_Grain(%),Amylose_Content_of_Grain(%),Protein_Content_of_Grain(%),Taste_Score_of_Cooked_Grain,Water_Content_of_Grain,Awn_Length(cm),Grain_Length(mm),Grain_Width(mm),Grain_Thickness(mm),1000_Grain_Weight(g),"Heading_Date(50%,days)",Flag_Leaf_Length(cm),Flag_Leaf_Width(cm),Leaf_Blade_Width(cm),Leaf_Sheath_Color,Plant_Height(cm),Panicle_Length(cm),Culm_Length(cm),SPAD_Value_of_Flag_Leaf,Tiller_Number_per_Plant(num),Blighted_Grains_per_Plant(num),Blighted_Grains_per_Panicle(num),Blighted_Grains_Weight_per_Plant(g),Filled_Grains_per_Plant(num),Filled_Grains_per_Panicle(num),Filled_Grains_Weight_per_Plant(g),Grain_Number_per_Panicle(num),Seed_Setting_Rate(%),Grain_Yield_per_Plant(g),Panicle_Number_per_Plant(num),Number_of_Productive_Panicle_per_Plant(num),Panicle_Weight(g),Spikelet_Number_per_Panicle(num),Panicle_Weight_per_Plant(g),Yield_per_Plant(g),Cd_concentration,Treatment,Years,Region
SAMC008227,PRJCA000322,申士3号,ShenShi3Hao,,,,,,,,7.6,3.2,,17.4,142,,,,,101,,,,6,,,,,,,,,15.2,,,,,,,,,2015,Beijing
SAMC008228,PRJCA000322,连粳11号,LianGeng11Hao,,,,,,,,7.2,3.2,,25.7,125,,,,,104,,,,7,,,,,,,,,26,,,,,,,,,2015,Beijing
SAMC008229,PRJCA000322,C418,C418,,,,,,,,8.3,3,,28,108,,,,,124,,,,7,,,,,,,,,36.8,,,,,,,,,2015,Beijing
SAMC008230,PRJCA000322,轮回422,LunHui422,,,,,,,,8.7,2.9,,25.5,108,,,,,103,,,,8,,,,,,,,,36.4,,,,,,,,,2015,Beijing
SAMC008231,PRJCA000322,R162,R162,,,,,,,,6.4,3.2,,21.5,128,,,,,110,,,,6,,,,,,,,,20.2,,,,,,,,,2015,Beijing
SAMC008232,PRJCA000322,湘晴,XiangQing,,,,,,,,6.7,2.9,,10.8,143,,,,,113,,,,7,,,,,,,,,9.4,,,,,,,,,2015,Beijing
SAMC008233,PRJCA000322,中超123,Zhongchao123,,,,,,,,7.5,3.7,,25.1,139,,,,,112,,,,5,,,,,,,,,20,,,,,,,,,2015,Beijing
SAMC008234,PRJCA000322,C9083,C9083,,,,,,,,8,3.3,,26.6,104,,,,,88,,,,3,,,,,,,,,18.3,,,,,,,,,2015,Beijing
SAMC008235,PRJCA000322,R041,R041,,,,,,,,7.5,3.2,,24.2,135,,,,,92,,,,5,,,,,,,,,14.7,,,,,,,,,2015,Beijing
SAMC008236,PRJCA000322,旱粳王,HanGengWang,,,,,,,,8,3.8,,38,97,,,,,106,,,,4,,,,,,,,,21.4,,,,,,,,,2015,Beijing
SAMC008237,PRJCA000322,郑粳2号,ZhengGeng2Hao,,,,,,,,8.4,3.6,,33.6,97,,,,,109,,,,6,,,,,,,,,24.8,,,,,,,,,2015,Beijing
SAMC008238,PRJCA000322,郑旱8号,ZhengHan8Hao,,,,,,,,8.3,3.7,,32.7,90,,,,,97,,,,6,,,,,,,,,17.5,,,,,,,,,2015,Beijing
SAMC008239,PRJCA000322,淮稻5号,HuaiDao5Hao,,,,,,,,7.1,3.2,,23.4,133,,,,,101,,,,6,,,,,,,,,13.3,,,,,,,,,2015,Beijing
SAMC008240,PRJCA000322,旱稻8号,HanDao8Hao,,,,,,,,8.1,3.4,,32.6,97,,,,,128,,,,11,,,,,,,,,42.1,,,,,,,,,2015,Beijing
SAMC008241,PRJCA000322,洛稻998,LuoDao998,,,,,,,,7.7,3.5,,29.3,89,,,,,117,,,,8,,,,,,,,,36.9,,,,,,,,,2015,Beijing
SAMC008242,PRJCA000322,徐旱29,XuHan29,,,,,,,,7.4,3.3,,27.4,100,,,,,104,,,,7,,,,,,,,,18.9,,,,,,,,,2015,Beijing
SAMC008243,PRJCA000322,旱稻44,HanDao44,,,,,,,,8.5,3.5,,33.5,97,,,,,127,,,,7,,,,,,,,,26.4,,,,,,,,,2015,Beijing
SAMC008244,PRJCA000322,旱稻108,HanDao108,,,,,,,,9.6,3.4,,39.5,100,,,,,120,,,,8,,,,,,,,,24.8,,,,,,,,,2015,Beijing
SAMC008245,PRJCA000322,旱稻277,HanDao277,,,,,,,,8,3.6,,32.1,97,,,,,114,,,,7,,,,,,,,,21,,,,,,,,,2015,Beijing
SAMC008246,PRJCA000322,旱287,Han287,,,,,,,,7.3,3.3,,24.4,126,,,,,101,,,,14,,,,,,,,,67.5,,,,,,,,,2015,Beijing
SAMC008247,PRJCA000322,旱稻442,HanDao442,,,,,,,,6.9,3.5,,24.1,105,,,,,96,,,,11,,,,,,,,,31.4,,,,,,,,,2015,Beijing
SAMC008248,PRJCA000322,中旱502,ZhongHan502,,,,,,,,8.4,3.5,,34.4,107,,,,,115,,,,5,,,,,,,,,19.6,,,,,,,,,2015,Beijing
SAMC008249,PRJCA000322,津9540,Jin9540,,,,,,,,8.2,3.3,,32,99,,,,,129,,,,7,,,,,,,,,26.3,,,,,,,,,2015,Beijing
SAMC008250,PRJCA000322,淮稻9号,HuaiDao9Hao,,,,,,,,7.8,3.2,,27.3,132,,,,,102,,,,4,,,,,,,,,13.1,,,,,,,,,2015,Beijing
SAMC008251,PRJCA000322,盐粳2号,YanGeng2Hao,,,,,,,,6.4,3.1,,21.4,131,,,,,74,,,,15,,,,,,,,,25.2,,,,,,,,,2015,Beijing
SAMC008252,PRJCA000322,盐粳5号,YanGeng5Hao,,,,,,,,6.9,3.2,,20.9,137,,,,,77,,,,12,,,,,,,,,22.6,,,,,,,,,2015,Beijing
SAMC008253,PRJCA000322,吉粳83,JiGeng83Hao,,,,,,,,7.3,3.2,,26.8,95,,,,,108,,,,13,,,,,,,,,38.8,,,,,,,,,2015,Beijing
SAMC008254,PRJCA000322,吉粳88,JiGeng88Hao,,,,,,,,6.4,3.1,,22,90,,,,,95,,,,12,,,,,,,,,42.2,,,,,,,,,2015,Beijing
SAMC008255,PRJCA000322,长白16,ChangBai16,,,,,,,,7,3.2,,26.5,86,,,,,89,,,,11,,,,,,,,,25,,,,,,,,,2015,Beijing
SAMC008256,PRJCA000322,龙粳05-191,LongGeng05-191,,,,,,,,6.8,3.2,,26.3,56,,,,,61,,,,8,,,,,,,,,8.3,,,,,,,,,2015,Beijing
SAMC008257,PRJCA000322,龙粳25,LongGeng25Hao,,,,,,,,6.6,3.1,,23.7,64,,,,,68,,,,16,,,,,,,,,14,,,,,,,,,2015,Beijing
SAMC008258,PRJCA000322,龙粳26,LongGeng26Hao,,,,,,,,7.1,3.3,,27.8,64,,,,,73,,,,12,,,,,,,,,12.9,,,,,,,,,2015,Beijing
SAMC008259,PRJCA000322,辽粳21,LiaoGeng21,,,,,,,,7.4,3,,25.3,100,,,,,101,,,,8,,,,,,,,,39.8,,,,,,,,,2015,Beijing
SAMC008260,PRJCA000322,宁粳28号（宁夏大学农学院）,NingGeng28Hao,,,,,,,,7.3,3.3,,28.3,100,,,,,110,,,,6,,,,,,,,,35,,,,,,,,,2015,Beijing
SAMC008261,PRJCA000322,淮稻11,HuaiDao11Hao,,,,,,,,7.6,3.3,,27.4,127,,,,,116,,,,5,,,,,,,,,17.6,,,,,,,,,2015,Beijing
SAMC008262,PRJCA000322,宁粳35号（宁夏大学农学院）,NingGeng35Hao,,,,,,,,7.2,3.3,,27.2,99,,,,,109,,,,7,,,,,,,,,37.3,,,,,,,,,2015,Beijing
SAMC008263,PRJCA000322,宁粳38号（宁夏大学农学院）,NingGeng38Hao,,,,,,,,8,2.9,,25.5,91,,,,,99,,,,8,,,,,,,,,27.5,,,,,,,,,2015,Beijing
SAMC008264,PRJCA000322,宁粳43号（宁夏大学农学院）,NingGeng43Hao,,,,,,,,7.8,3,,25.9,93,,,,,110,,,,11,,,,,,,,,39.6,,,,,,,,,2015,Beijing
SAMC008265,PRJCA000322,丹粳06-8,DanGeng06-8,,,,,,,,6.9,3.3,,26.3,122,,,,,106,,,,11,,,,,,,,,39.8,,,,,,,,,2015,Beijing
SAMC008266,PRJCA000322,嘉09-90,Jia09-90,,,,,,,,7,3.3,,22.2,135,,,,,108,,,,6,,,,,,,,,19.3,,,,,,,,,2015,Beijing
SAMC008267,PRJCA000322,常熟-6-85,ChangShu-6-85,,,,,,,,7.3,3.2,,16.6,115,,,,,116,,,,8,,,,,,,,,27.6,,,,,,,,,2015,Beijing
SAMC008268,PRJCA000322,R972,R972,,,,,,,,6.9,3.2,,20.1,133,,,,,96,,,,8,,,,,,,,,19.7,,,,,,,,,2015,Beijing
SAMC008269,PRJCA000322,宁粳24号(宁夏农学院),NingGeng24Hao,,,,,,,,7.8,2.9,,24.7,104,,,,,115,,,,8,,,,,,,,,33.8,,,,,,,,,2015,Beijing
SAMC008270,PRJCA000322,宁粳36号(宁夏农学院),NingGeng36Hao,,,,,,,,8.3,2.7,,25.2,100,,,,,119,,,,9,,,,,,,,,33.1,,,,,,,,,2015,Beijing
SAMC008271,PRJCA000322,宁粳37号(宁夏农学院),NingGeng37Hao,,,,,,,,6.9,3.1,,22.1,93,,,,,102,,,,7,,,,,,,,,19.5,,,,,,,,,2015,Beijing
SAMC008272,PRJCA000322,淮糯12,HuaiNuo12Hao,,,,,,,,6.6,3.2,,23.3,126,,,,,105,,,,6,,,,,,,,,18.2,,,,,,,,,2015,Beijing
SAMC008273,PRJCA000322,宁粳41号(宁夏农学院),NingGeng41Hao,,,,,,,,7,3.2,,25.6,89,,,,,109,,,,9,,,,,,,,,28.3,,,,,,,,,2015,Beijing
SAMC008274,PRJCA000322,辽源31-1,LiaoYuan31-1,,,,,,,,7.2,3.2,,24.9,95,,,,,108,,,,11,,,,,,,,,25.9,,,,,,,,,2015,Beijing
SAMC008275,PRJCA000322,辽源31-2,LiaoYuan31-2,,,,,,,,8.6,2.7,,26.2,97,,,,,115,,,,11,,,,,,,,,30.4,,,,,,,,,2015,Beijing
SAMC008276,PRJCA000322,吉粳80,JiGeng80Hao,,,,,,,,7.3,3.1,,26,100,,,,,100,,,,16,,,,,,,,,38,,,,,,,,,2015,Beijing
SAMC008277,PRJCA000322,津稻253,JinDao253,,,,,,,,6.8,3.1,,24,122,,,,,104,,,,13,,,,,,,,,26.8,,,,,,,,,2015,Beijing
SAMC008278,PRJCA000322,天津28-1,TianJin28-1,,,,,,,,6.9,3.2,,25.4,125,,,,,109,,,,9,,,,,,,,,33.8,,,,,,,,,2015,Beijing
SAMC008279,PRJCA000322,津源45,JinYuan45,,,,,,,,6.4,3,,22.6,113,,,,,108,,,,10,,,,,,,,,40.5,,,,,,,,,2015,Beijing
SAMC008280,PRJCA000322,松粳9号,SongGeng9Hao,,,,,,,,7.7,2.8,,24.7,93,,,,,115,,,,11,,,,,,,,,35.8,,,,,,,,,2015,Beijing
SAMC008281,PRJCA000322,松粳12号,SongGeng12Hao,,,,,,,,8.2,2.6,,25.1,90,,,,,119,,,,10,,,,,,,,,28.8,,,,,,,,,2015,Beijing
SAMC008282,PRJCA000322,铁粳7号,TieGeng7Hao,,,,,,,,6.7,3.1,,25.2,97,,,,,108,,,,9,,,,,,,,,40.9,,,,,,,,,2015,Beijing
SAMC008283,PRJCA000322,淮稻13,HuaiDao13Hao,,,,,,,,7.7,3.3,,24.5,130,,,,,115,,,,5,,,,,,,,,17.5,,,,,,,,,2015,Beijing
SAMC008284,PRJCA000322,豫粳6号,YuGeng6Hao,,,,,,,,6.8,3.1,,23.6,127,,,,,110,,,,13,,,,,,,,,34.9,,,,,,,,,2015,Beijing
SAMC008285,PRJCA000322,台0206,Tai0206,,,,,,,,6.8,3.3,,14.4,139,,,,,108,,,,5,,,,,,,,,8.8,,,,,,,,,2015,Beijing
SAMC008286,PRJCA000322,佳禾218,JiaHe218,,,,,,,,9.2,2.9,,20.3,138,,,,,85,,,,9,,,,,,,,,14.6,,,,,,,,,2015,Beijing
SAMC008287,PRJCA000322,日本晴,Nipponbare,,,,,,,,7,3.1,,24.2,121,,,,,101,,,,10,,,,,,,,,26.3,,,,,,,,,2015,Beijing
SAMC008288,PRJCA000322,东海不抗条,DongHaiBuKangTiao,,,,,,,,6.9,3.4,,27.1,105,,,,,91,,,,6,,,,,,,,,21,,,,,,,,,2015,Beijing
SAMC008289,PRJCA000322,苏御糯,SuYuNuo,,,,,,,,8.7,4,,27.5,126,,,,,101,,,,8,,,,,,,,,25.4,,,,,,,,,2015,Beijing
SAMC008290,PRJCA000322,湘恢628,XiangHui628,,,,,,,,6.9,3.8,,25.3,103,,,,,94,,,,5,,,,,,,,,33.5,,,,,,,,,2015,Beijing
SAMC008291,PRJCA000322,台湾30,TaiWan30,,,,,,,,7.2,3.4,,28.4,110,,,,,113,,,,10,,,,,,,,,42.8,,,,,,,,,2015,Beijing
SAMC008292,PRJCA000322,台湾50,TaiWan50,,,,,,,,7,3.4,,25.6,111,,,,,105,,,,7,,,,,,,,,17.3,,,,,,,,,2015,Beijing
SAMC008293,PRJCA000322,台湾65,TaiWan65,,,,,,,,6.6,3.4,,25.8,113,,,,,109,,,,9,,,,,,,,,18.4,,,,,,,,,2015,Beijing
SAMC008294,PRJCA000322,徐稻4号,XuDao4Hao,,,,,,,,6.7,3.1,,21.3,121,,,,,113,,,,12,,,,,,,,,43.7,,,,,,,,,2015,Beijing
SAMC008295,PRJCA000322,淮稻14,HuaiDao14Hao,,,,,,,,7.4,3.3,,19.2,132,,,,,108,,,,5,,,,,,,,,10.9,,,,,,,,,2015,Beijing
SAMC008296,PRJCA000322,淮稻15,HuaiDao15Hao,,,,,,,,7.4,3.4,,27,133,,,,,109,,,,8,,,,,,,,,21,,,,,,,,,2015,Beijing
SAMC008297,PRJCA000322,盐选2号,YanXuan2Hao,,,,,,,,7.1,3.3,,26.8,123,,,,,114,,,,10,,,,,,,,,30.3,,,,,,,,,2015,Beijing
SAMC008298,PRJCA000322,盐粳6号,YanGeng6Hao,,,,,,,,6.5,3.2,,23.6,123,,,,,109,,,,9,,,,,,,,,25.1,,,,,,,,,2015,Beijing
SAMC008299,PRJCA000322,盐粳7号,YanGeng7Hao,,,,,,,,6.9,3.2,,24.5,127,,,,,106,,,,9,,,,,,,,,31.6,,,,,,,,,2015,Beijing
SAMC008300,PRJCA000322,盐粳9号,YanGeng9Hao,,,,,,,,7.1,3.3,,24.4,133,,,,,109,,,,10,,,,,,,,,27.2,,,,,,,,,2015,Beijing
SAMC008301,PRJCA000322,盐粳10号,YanGeng10Hao,,,,,,,,6.8,3.2,,22.6,135,,,,,106,,,,11,,,,,,,,,28.7,,,,,,,,,2015,Beijing
SAMC008302,PRJCA000322,盐粳11号,YanGeng11Hao,,,,,,,,7.2,3.3,,25,123,,,,,104,,,,12,,,,,,,,,35.3,,,,,,,,,2015,Beijing
SAMC008303,PRJCA000322,盐稻815,YanDao815,,,,,,,,7.1,2.9,,20,136,,,,,101,,,,8,,,,,,,,,16.3,,,,,,,,,2015,Beijing
SAMC008304,PRJCA000322,盐稻8号,YanDao8Hao,,,,,,,,6.8,3.1,,22.9,119,,,,,109,,,,11,,,,,,,,,36.5,,,,,,,,,2015,Beijing
SAMC008305,PRJCA000322,徐稻5号,XuDao5Hao,,,,,,,,7.1,3.3,,23.7,123,,,,,118,,,,10,,,,,,,,,27.4,,,,,,,,,2015,Beijing
SAMC008306,PRJCA000322,盐稻9号,YanDao9Hao,,,,,,,,7.1,3.2,,23.6,133,,,,,113,,,,9,,,,,,,,,22.8,,,,,,,,,2015,Beijing
SAMC008307,PRJCA000322,盐稻60,YanDao60Hao,,,,,,,,6.6,3.2,,21.3,125,,,,,118,,,,13,,,,,,,,,36.3,,,,,,,,,2015,Beijing
SAMC008308,PRJCA000322,扬粳805,YangGeng805,,,,,,,,6.7,3.2,,20.6,133,,,,,110,,,,9,,,,,,,,,20.5,,,,,,,,,2015,Beijing
SAMC008309,PRJCA000322,香粳49,XiangGeng49,,,,,,,,6.9,3.3,,22.6,132,,,,,101,,,,11,,,,,,,,,22.4,,,,,,,,,2015,Beijing
SAMC008310,PRJCA000322,扬粳9538,YangGeng9538,,,,,,,,6.5,3.1,,21.1,130,,,,,104,,,,8,,,,,,,,,15.2,,,,,,,,,2015,Beijing
SAMC008311,PRJCA000322,扬粳4038,YangGeng4038,,,,,,,,7.2,3.3,,26.3,130,,,,,119,,,,10,,,,,,,,,34.9,,,,,,,,,2015,Beijing
SAMC008312,PRJCA000322,扬粳4227,YangGeng4227,,,,,,,,7.2,3.4,,21.6,138,,,,,109,,,,7,,,,,,,,,15.2,,,,,,,,,2015,Beijing
SAMC008313,PRJCA000322,扬粳806,YangGeng806,,,,,,,,7,3.2,,19.9,139,,,,,112,,,,8,,,,,,,,,13.2,,,,,,,,,2015,Beijing
SAMC008314,PRJCA000322,扬粳186,YangGeng186,,,,,,,,,,,,125,,,,,106,,,,8,,,,,,,,,,,,,,,,,,2015,Beijing
SAMC008315,PRJCA000322,扬粳687,YangGeng687,,,,,,,,,,,,127,,,,,104,,,,9,,,,,,,,,,,,,,,,,,2015,Beijing
SAMC008316,PRJCA000322,徐稻6号,XuDao6Hao,,,,,,,,6.7,3.2,,23.7,130,,,,,112,,,,9,,,,,,,,,21.1,,,,,,,,,2015,Beijing
SAMC008317,PRJCA000322,扬辐粳7号,YangFuGeng7Hao,,,,,,,,7,3.1,,20.8,133,,,,,113,,,,13,,,,,,,,,34.4,,,,,,,,,2015,Beijing
SAMC008318,PRJCA000322,扬辐粳8号,YangFuGeng8Hao,,,,,,,,6.9,3.2,,22.3,125,,,,,105,,,,11,,,,,,,,,28.1,,,,,,,,,2015,Beijing
SAMC008319,PRJCA000322,镇稻88,ZhenDao88Hao,,,,,,,,6.7,3.1,,25.2,122,,,,,109,,,,7,,,,,,,,,25.7,,,,,,,,,2015,Beijing
SAMC008320,PRJCA000322,镇稻99,ZhenDao99Hao,,,,,,,,6.7,3.3,,25.2,122,,,,,113,,,,12,,,,,,,,,44.5,,,,,,,,,2015,Beijing
SAMC008321,PRJCA000322,镇9424,Zhen9424,,,,,,,,7,3.4,,26.3,134,,,,,114,,,,8,,,,,,,,,22.9,,,,,,,,,2015,Beijing
SAMC008322,PRJCA000322,镇稻11,ZhenDao11,,,,,,,,7,3.1,,16.2,135,,,,,104,,,,9,,,,,,,,,14.2,,,,,,,,,2015,Beijing
SAMC008323,PRJCA000322,镇稻14号,ZhenDao14Hao,,,,,,,,7.5,3.3,,22.7,133,,,,,106,,,,8,,,,,,,,,19.1,,,,,,,,,2015,Beijing
SAMC008324,PRJCA000322,镇稻15号,ZhenDao15Hao,,,,,,,,7.7,3.3,,24.8,130,,,,,107,,,,8,,,,,,,,,25.1,,,,,,,,,2015,Beijing
SAMC008325,PRJCA000322,镇稻16号,ZhenDao16Hao,,,,,,,,7,3.1,,17.5,138,,,,,108,,,,11,,,,,,,,,17.6,,,,,,,,,2015,Beijing
SAMC008326,PRJCA000322,宁粳1号,NingGeng1Hao,,,,,,,,7.1,3.3,,17.9,143,,,,,104,,,,11,,,,,,,,,14.7,,,,,,,,,2015,Beijing
SAMC008327,PRJCA000322,徐稻7号,XuDao7Hao,,,,,,,,6.9,3.1,,20.8,125,,,,,108,,,,10,,,,,,,,,25.6,,,,,,,,,2015,Beijing
SAMC008328,PRJCA000322,宁粳3号,NingGeng3Hao,,,,,,,,7.4,3.1,,17,140,,,,,102,,,,8,,,,,,,,,15.2,,,,,,,,,2015,Beijing
SAMC008329,PRJCA000322,宁粳4号,NingGeng4Hao,,,,,,,,7,3.1,,23.8,125,,,,,110,,,,11,,,,,,,,,37.1,,,,,,,,,2015,Beijing
SAMC008330,PRJCA000322,宁粳5号,NingGeng5Hao,,,,,,,,7,3.2,,19.8,134,,,,,105,,,,8,,,,,,,,,19.6,,,,,,,,,2015,Beijing
SAMC008331,PRJCA000322,宁9108,Ning9108,,,,,,,,6.8,3.4,,24.6,130,,,,,95,,,,10,,,,,,,,,30.7,,,,,,,,,2015,Beijing
SAMC008332,PRJCA000322,宁5055,Ning5055,,,,,,,,6.5,3.4,,16.8,139,,,,,95,,,,10,,,,,,,,,13.5,,,,,,,,,2015,Beijing
SAMC008333,PRJCA000322,南粳44,NanGeng44,,,,,,,,6.9,3.3,,22.8,137,,,,,99,,,,8,,,,,,,,,23.6,,,,,,,,,2015,Beijing
SAMC008334,PRJCA000322,南粳46,NanGeng46,,,,,,,,6.8,3.2,,18.5,138,,,,,103,,,,10,,,,,,,,,19.3,,,,,,,,,2015,Beijing
SAMC008335,PRJCA000322,南粳49,NanGeng49,,,,,,,,6.9,3.2,,22.2,135,,,,,97,,,,7,,,,,,,,,23.1,,,,,,,,,2015,Beijing
SAMC008336,PRJCA000322,南粳41,NanGeng41,,,,,,,,7.2,3.4,,27.1,120,,,,,98,,,,9,,,,,,,,,32.8,,,,,,,,,2015,Beijing
SAMC008337,PRJCA000322,07GY31,07Gy31,,,,,,,,6.9,3.3,,25.3,126,,,,,94,,,,10,,,,,,,,,42.8,,,,,,,,,2015,Beijing
SAMC008338,PRJCA000322,徐粳8号,XuGeng8Hao,,,,,,,,6.6,3.3,,22.4,130,,,,,108,,,,12,,,,,,,,,24.1,,,,,,,,,2015,Beijing
SAMC008339,PRJCA000322,武运粳7号,WuYunGeng7Hao,,,,,,,,7.2,3.4,,28.7,134,,,,,109,,,,7,,,,,,,,,24.8,,,,,,,,,2015,Beijing
SAMC008340,PRJCA000322,武运粳8号,WuYunGeng8Hao,,,,,,,,7.1,3.2,,17.4,141,,,,,100,,,,8,,,,,,,,,15,,,,,,,,,2015,Beijing
SAMC008341,PRJCA000322,武运粳21,WuYunGeng21Hao,,,,,,,,7.2,3.3,,27.8,120,,,,,95,,,,9,,,,,,,,,35.9,,,,,,,,,2015,Beijing
SAMC008342,PRJCA000322,武运粳22,WuYunGeng22Hao,,,,,,,,7,3.2,,21.1,140,,,,,103,,,,7,,,,,,,,,21.4,,,,,,,,,2015,Beijing
SAMC008343,PRJCA000322,武运粳23,WuYunGeng23Hao,,,,,,,,7.2,3.3,,17.5,139,,,,,98,,,,8,,,,,,,,,17.1,,,,,,,,,2015,Beijing
SAMC008344,PRJCA000322,武运粳24,WuYunGeng24Hao,,,,,,,,6.7,3.4,,24.2,132,,,,,94,,,,8,,,,,,,,,,,,,,,,,,2015,Beijing
SAMC008345,PRJCA000322,武运粳27,WuYunGeng27Hao,,,,,,,,7.1,3.2,,25.2,130,,,,,94,,,,8,,,,,,,,,28.1,,,,,,,,,2015,Beijing
SAMC008346,PRJCA000322,武运粳29,WuYunGeng29Hao,,,,,,,,6.9,3.3,,23.6,128,,,,,98,,,,7,,,,,,,,,25.2,,,,,,,,,2015,Beijing
SAMC008347,PRJCA000322,武香粳9号,WuXiangGeng9Hao,,,,,,,,7.3,3.4,,20.5,138,,,,,96,,,,6,,,,,,,,,13.4,,,,,,,,,2015,Beijing
SAMC008348,PRJCA000322,武香粳14,WuXiangGeng14Hao,,,,,,,,6.9,3.2,,21,135,,,,,101,,,,8,,,,,,,,,19.2,,,,,,,,,2015,Beijing
SAMC008349,PRJCA000322,中稻1号,ZhongDao1Hao,,,,,,,,6.6,3.2,,24.7,127,,,,,110,,,,10,,,,,,,,,24.8,,,,,,,,,2015,Beijing
SAMC008350,PRJCA000322,武粳15,WuGeng15,,,,,,,,7.5,3.3,,22,135,,,,,99,,,,9,,,,,,,,,23.1,,,,,,,,,2015,Beijing
SAMC008351,PRJCA000322,武育粳2号,WuYuGeng2Hao,,,,,,,,6.7,3.3,,23.2,130,,,,,92,,,,11,,,,,,,,,26.8,,,,,,,,,2015,Beijing
SAMC008352,PRJCA000322,武育粳3号,WuYuGeng3Hao,,,,,,,,6.8,3.2,,24.5,131,,,,,95,,,,10,,,,,,,,,21.3,,,,,,,,,2015,Beijing
SAMC008353,PRJCA000322,武育粳16号,WuYuGeng16Hao,,,,,,,,7.1,3.1,,24.8,126,,,,,101,,,,9,,,,,,,,,33.1,,,,,,,,,2015,Beijing
SAMC008354,PRJCA000322,武育粳20号,WuYuGeng20Hao,,,,,,,,7.1,3.2,,19.3,141,,,,,99,,,,9,,,,,,,,,16.2,,,,,,,,,2015,Beijing
SAMC008355,PRJCA000322,软玉2号,RuanYu2Hao,,,,,,,,7.2,3.3,,26.6,128,,,,,101,,,,10,,,,,,,,,41.9,,,,,,,,,2015,Beijing
SAMC008356,PRJCA000322,新软玉,XinRuanYu,,,,,,,,6.7,3.3,,19.9,135,,,,,100,,,,9,,,,,,,,,22.8,,,,,,,,,2015,Beijing
SAMC008357,PRJCA000322,运村软米,YunCunRuanMi,,,,,,,,6.6,3.3,,15.5,135,,,,,99,,,,9,,,,,,,,,23.3,,,,,,,,,2015,Beijing
SAMC008358,PRJCA000322,银玉2084,YinYu2084,,,,,,,,7.3,2.9,,14.9,141,,,,,88,,,,9,,,,,,,,,12.4,,,,,,,,,2015,Beijing
SAMC008359,PRJCA000322,银玉2239,YinYu2239,,,,,,,,7.4,2.8,,22.3,134,,,,,86,,,,9,,,,,,,,,15.5,,,,,,,,,2015,Beijing
SAMC008360,PRJCA000322,连粳4号,LianGeng4Hao,,,,,,,,6.9,3.1,,20.7,121,,,,,112,,,,13,,,,,,,,,31.9,,,,,,,,,2015,Beijing
SAMC008361,PRJCA000322,泗稻785,SiDao785,,,,,,,,7.6,3.3,,26.8,126,,,,,106,,,,7,,,,,,,,,31.6,,,,,,,,,2015,Beijing
SAMC008362,PRJCA000322,泗稻11号,SiDao11Hao,,,,,,,,7,3.4,,26.6,126,,,,,99,,,,7,,,,,,,,,24.9,,,,,,,,,2015,Beijing
SAMC008363,PRJCA000322,泗稻12,SiDao12Hao,,,,,,,,6.9,3.3,,24.2,124,,,,,99,,,,8,,,,,,,,,32.6,,,,,,,,,2015,Beijing
SAMC008364,PRJCA000322,华粳2号,HuaGeng2Hao,,,,,,,,7,3.1,,24.8,124,,,,,94,,,,9,,,,,,,,,24.9,,,,,,,,,2015,Beijing
SAMC008365,PRJCA000322,华粳3号,HuaGeng3Hao,,,,,,,,7.6,2.7,,21,134,,,,,91,,,,9,,,,,,,,,24,,,,,,,,,2015,Beijing
SAMC008366,PRJCA000322,华粳5号,HuaGeng5Hao,,,,,,,,7.1,3.4,,26.8,120,,,,,96,,,,8,,,,,,,,,34.1,,,,,,,,,2015,Beijing
SAMC008367,PRJCA000322,华粳6号,HuaGeng6Hao,,,,,,,,6.9,3.1,,22.6,121,,,,,101,,,,9,,,,,,,,,29.6,,,,,,,,,2015,Beijing
SAMC008368,PRJCA000322,华粳7号,HuaGeng7Hao,,,,,,,,7,3.4,,27.4,122,,,,,95,,,,9,,,,,,,,,28.8,,,,,,,,,2015,Beijing
SAMC008369,PRJCA000322,大华香糯,DaHuaXiangNuo,,,,,,,,6.8,3.4,,23.9,122,,,,,96,,,,10,,,,,,,,,21.7,,,,,,,,,2015,Beijing
SAMC008370,PRJCA000322,苏香粳1号,SuXiangGeng1Hao,,,,,,,,6.7,3.3,,22.9,131,,,,,101,,,,10,,,,,,,,,28.4,,,,,,,,,2015,Beijing
SAMC008371,PRJCA000322,连粳6号,LianGeng6Hao,,,,,,,,6.9,3.1,,24.1,122,,,,,116,,,,9,,,,,,,,,30.7,,,,,,,,,2015,Beijing
SAMC008372,PRJCA000322,苏香粳2号,SuXiangGeng2Hao,,,,,,,,7.1,2.8,,20.7,122,,,,,80,,,,9,,,,,,,,,21.3,,,,,,,,,2015,Beijing
SAMC008373,PRJCA000322,R109,R109,,,,,,,,7.1,3.2,,19.8,144,,,,,107,,,,11,,,,,,,,,18.3,,,,,,,,,2015,Beijing
