Sample_ID,Bioproject,Name,Name_cn,Upper leaf number,Total leaf number,Days to anthesis,Plant height,Ear height,Relative ear height,Leaf width,Leaf length,Tassel length,Tassel branch number,Lower leaf angle,Upper leaf angle,Stem diameter,Cobcolor,Kernelcolor,ERN,Days to silking,Anthesis to silking interval,Unnamed: 22,Treatment,Years,location,Region_cn,Region
Dong46,PRJNA609577,Dong46,-,5.0,14.0,48.0,149.0,51.4,34.5,9.5,63.5,25.5,10.4,155.0,29.2,,,,,,,,,2016,HaiNan Province,海南省,Hainan
K10,PRJNA609577,K10,-,5.0,15.0,48.0,162.6,30.2,18.6,9.2,71.7,30.5,7.3,150.8,31.0,,,,,,,,,2016,HaiNan Province,海南省,Hainan
3IBZ2,PRJNA609577,3IBZ2,-,4.7,13.3,45.0,142.6,32.2,22.6,7.1,64.8,29.7,5.7,134.2,54.5,,,,,,,,,2016,HaiNan Province,海南省,Hainan
Lx9801,PRJNA609577,Lx9801,-,5.5,18.0,55.0,215.4,65.4,30.4,9.5,74.0,36.2,8.5,164.8,21.7,,,,,,,,,2016,HaiNan Province,海南省,Hainan
444,PRJNA609577,444,-,5.0,16.0,55.0,130.0,40.0,30.8,9.6,63.0,33.3,10.0,153.5,30.0,,,,,,,,,2016,HaiNan Province,海南省,Hainan
Jing7,PRJNA609577,Jing7,-,4.0,17.0,52.0,116.5,29.0,24.9,7.6,70.0,30.3,6.5,161.0,22.6,,,,,,,,,2016,HaiNan Province,海南省,Hainan
Ji853,PRJNA609577,Ji853,-,5.0,14.0,53.0,202.4,60.0,29.6,7.3,69.6,30.8,5.0,134.6,48.3,,,,,,,,,2016,HaiNan Province,海南省,Hainan
Tangsipingtou,PRJNA609577,Tangsipingtou,-,4.7,18.0,57.0,164.5,71.3,43.3,8.2,51.0,27.4,12.0,151.9,29.5,,,,,,,,,2016,HaiNan Province,海南省,Hainan
196,PRJNA609577,196,-,5.0,15.7,49.0,151.2,47.4,31.3,9.0,64.0,27.3,4.7,167.6,16.5,,,,,,,,,2016,HaiNan Province,海南省,Hainan
NS501,PRJNA609577,NS501,-,5.7,16.0,50.0,150.2,47.6,31.7,6.7,57.2,26.9,8.6,,,,,,,,,,,2016,HaiNan Province,海南省,Hainan
Ji846,PRJNA609577,Ji846,-,6.0,18.0,64.0,175.0,61.2,35.0,9.6,63.5,31.6,9.0,130.4,49.6,,,,,,,,,2016,HaiNan Province,海南省,Hainan
P138,PRJNA609577,P138,-,4.7,16.7,56.0,154.8,61.6,39.8,9.5,65.4,28.5,5.3,140.1,40.9,,,,,,,,,2016,HaiNan Province,海南省,Hainan
Shen137,PRJNA609577,Shen137,-,4.8,16.0,54.0,158.0,56.0,35.4,9.2,71.6,29.7,11.2,155.5,29.9,,,,,,,,,2016,HaiNan Province,海南省,Hainan
Qi319,PRJNA609577,Qi319,-,4.5,14.0,57.0,152.8,46.2,30.2,8.1,79.0,32.1,9.6,150.5,31.0,,,,,,,,,2016,HaiNan Province,海南省,Hainan
698_3,PRJNA609577,698_3,-,5.7,18.0,59.0,165.4,50.8,30.7,9.4,74.6,28.5,5.8,160.7,21.6,,,,,,,,,2016,HaiNan Province,海南省,Hainan
Longkang11,PRJNA609577,Longkang11,-,5.3,15.3,54.0,150.6,42.6,28.3,8.2,58.6,32.5,7.8,140.2,43.1,,,,,,,,,2016,HaiNan Province,海南省,Hainan
Huobai,PRJNA609577,Huobai,-,5.5,17.0,52.0,167.2,64.5,38.6,6.8,65.4,27.8,10.7,143.2,39.1,,,,,,,,,2016,HaiNan Province,海南省,Hainan
9058,PRJNA609577,9058,-,5.4,16.0,54.0,167.2,45.4,27.2,9.6,68.2,27.1,8.7,164.6,18.4,,,,,,,,,2016,HaiNan Province,海南省,Hainan
FBLA,PRJNA609577,FBLA,-,6.5,18.0,52.0,185.2,50.2,27.1,8.1,69.6,25.1,5.4,143.6,39.6,,,,,,,,,2016,HaiNan Province,海南省,Hainan
Huotanghuang17,PRJNA609577,Huotanghuang17,-,5.0,12.0,61.0,83.5,19.5,23.4,6.7,42.0,18.5,1.5,129.8,49.6,,,,,,,,,2016,HaiNan Province,海南省,Hainan
7884_7Ht,PRJNA609577,7884_7Ht,-,5.0,17.2,56.0,137.6,48.6,35.3,9.4,62.4,30.7,3.8,149.1,32.9,,,,,,,,,2016,HaiNan Province,海南省,Hainan
81162,PRJNA609577,81162,-,4.7,15.3,61.0,89.2,28.6,32.1,8.4,52.5,17.6,3.5,158.0,24.4,,,,,,,,,2016,HaiNan Province,海南省,Hainan
PHH93,PRJNA609577,PHH93,-,5.6,16.6,50.0,183.0,60.6,33.1,7.8,75.6,31.1,7.6,154.0,27.4,,,,,,,,,2016,HaiNan Province,海南省,Hainan
Aijin525,PRJNA609577,Aijin525,-,5.3,17.0,53.0,155.0,61.6,39.7,9.4,64.4,26.3,24.4,158.9,24.6,,,,,,,,,2016,HaiNan Province,海南省,Hainan
787,PRJNA609577,787,-,,19.0,58.0,220.8,56.0,25.4,10.5,75.8,25.3,1.0,170.7,11.7,,,,,,,,,2016,HaiNan Province,海南省,Hainan
LH220Ht,PRJNA609577,LH220Ht,-,5.0,17.0,53.0,161.4,53.0,32.8,7.1,74.3,23.0,5.2,149.1,30.6,,,,,,,,,2016,HaiNan Province,海南省,Hainan
W23,PRJNA609577,W23,-,4.7,13.7,50.0,118.0,32.4,27.5,7.6,46.7,23.8,4.5,139.2,42.7,,,,,,,,,2016,HaiNan Province,海南省,Hainan
H84,PRJNA609577,H84,-,7.5,18.5,55.0,169.8,51.8,30.5,7.6,66.4,24.2,6.6,152.9,23.8,,,,,,,,,2016,HaiNan Province,海南省,Hainan
B76,PRJNA609577,B76,-,5.0,14.3,55.0,161.4,49.8,30.9,9.1,64.0,32.7,5.4,133.9,46.1,,,,,,,,,2016,HaiNan Province,海南省,Hainan
B100,PRJNA609577,B100,-,5.5,17.5,59.0,157.8,52.0,33.0,8.6,61.2,27.8,7.0,143.4,37.6,,,,,,,,,2016,HaiNan Province,海南省,Hainan
Qi35,PRJNA609577,Qi35,-,6.5,17.5,54.0,215.0,66.2,30.8,9.8,73.4,39.4,4.7,140.1,42.0,,,,,,,,,2016,HaiNan Province,海南省,Hainan
B73,PRJNA609577,B73,-,5.3,17.3,54.0,198.6,82.6,41.6,9.3,83.4,29.5,6.4,161.7,29.2,,,,,,,,,2016,HaiNan Province,海南省,Hainan
BZN,PRJNA609577,BZN,-,4.7,12.7,49.0,110.4,15.9,14.4,7.9,49.3,23.0,2.1,133.8,50.8,,,,,,,,,2016,HaiNan Province,海南省,Hainan
A632,PRJNA609577,A632,-,6.0,18.0,54.0,175.8,67.4,38.3,7.8,68.6,28.1,6.4,132.7,46.3,,,,,,,,,2016,HaiNan Province,海南省,Hainan
200B,PRJNA609577,200B,-,5.5,17.0,54.0,170.1,58.3,34.3,9.2,62.7,26.4,13.8,159.6,22.8,,,,,,,,,2016,HaiNan Province,海南省,Hainan
Zong3,PRJNA609577,Zong3,-,5.8,17.0,56.0,180.0,63.4,35.2,9.4,72.3,28.9,14.0,162.1,23.5,,,,,,,,,2016,HaiNan Province,海南省,Hainan
Zi330,PRJNA609577,Zi330,-,6.0,18.0,55.0,193.2,71.6,37.1,11.1,76.4,34.8,18.3,144.0,36.3,,,,,,,,,2016,HaiNan Province,海南省,Hainan
488,PRJNA609577,488,-,6.3,17.3,55.0,169.8,56.0,33.0,10.7,74.5,28.3,16.2,167.2,19.9,,,,,,,,,2016,HaiNan Province,海南省,Hainan
Xi14,PRJNA609577,Xi14,-,6.0,15.7,55.0,155.2,57.2,36.9,10.9,70.5,31.2,8.0,145.1,40.8,,,,,,,,,2016,HaiNan Province,海南省,Hainan
K4,PRJNA609577,K4,-,5.0,16.8,57.0,181.2,70.2,38.7,9.7,70.0,32.7,15.6,161.1,18.8,,,,,,,,,2016,HaiNan Province,海南省,Hainan
OH40B,PRJNA609577,OH40B,-,4.8,15.0,58.0,169.6,44.6,26.3,8.1,72.0,32.7,7.8,152.0,31.7,,,,,,,,,2016,HaiNan Province,海南省,Hainan
OH33,PRJNA609577,OH33,-,5.2,15.6,51.0,210.8,61.4,29.1,7.8,71.4,32.6,11.3,143.6,41.4,,,,,,,,,2016,HaiNan Province,海南省,Hainan
Tai184,PRJNA609577,Tai184,-,5.0,15.5,56.0,200.2,59.2,29.6,9.8,67.0,31.6,10.7,142.9,38.3,,,,,,,,,2016,HaiNan Province,海南省,Hainan
C102,PRJNA609577,C102,-,6.0,17.5,56.0,222.0,70.8,31.9,8.5,70.0,31.9,8.4,152.3,30.2,,,,,,,,,2016,HaiNan Province,海南省,Hainan
OH7B,PRJNA609577,OH7B,-,4.5,16.0,59.0,213.6,92.8,43.4,9.2,86.2,29.4,8.0,162.8,16.0,,,,,,,,,2016,HaiNan Province,海南省,Hainan
R4,PRJNA609577,R4,-,5.7,16.2,52.0,188.0,59.6,31.7,8.9,65.0,33.6,8.7,149.1,29.0,,,,,,,,,2016,HaiNan Province,海南省,Hainan
N6,PRJNA609577,N6,-,6.0,18.0,52.0,166.8,50.8,30.5,6.8,70.6,30.5,14.6,147.9,31.6,,,,,,,,,2016,HaiNan Province,海南省,Hainan
K64,PRJNA609577,K64,-,5.5,16.8,55.0,184.2,66.0,35.8,7.2,75.0,30.2,9.8,153.3,24.8,,,,,,,,,2016,HaiNan Province,海南省,Hainan
CM7,PRJNA609577,CM7,-,5.5,13.3,42.0,191.2,38.2,20.0,10.9,79.4,36.1,5.0,135.4,43.2,,,,,,,,,2016,HaiNan Province,海南省,Hainan
A6,PRJNA609577,A6,-,6.0,21.3,61.0,184.0,95.7,52.0,9.6,77.3,32.8,14.7,149.5,31.2,,,,,,,,,2016,HaiNan Province,海南省,Hainan
H5,PRJNA609577,H5,-,4.4,14.0,51.0,163.2,51.4,31.5,8.2,67.2,26.0,6.4,147.1,33.6,,,,,,,,,2016,HaiNan Province,海南省,Hainan
B2,PRJNA609577,B2,-,6.3,17.0,54.0,159.5,43.5,27.3,8.9,69.8,31.2,7.0,133.7,46.5,,,,,,,,,2016,HaiNan Province,海南省,Hainan
38_11,PRJNA609577,38_11,-,4.8,16.5,59.0,181.8,66.5,36.6,6.9,88.4,40.2,9.8,150.3,31.1,,,,,,,,,2016,HaiNan Province,海南省,Hainan
MS153,PRJNA609577,MS153,-,4.3,14.3,49.0,152.0,43.5,28.6,8.1,55.5,29.5,5.4,142.5,34.0,,,,,,,,,2016,HaiNan Province,海南省,Hainan
I159,PRJNA609577,I159,-,3.3,16.0,66.0,151.7,63.7,42.0,9.0,68.8,23.0,7.0,149.4,32.3,,,,,,,,,2016,HaiNan Province,海南省,Hainan
Xinaiguang10,PRJNA609577,Xinaiguang10,-,5.3,15.7,54.0,151.4,41.8,27.6,7.7,69.2,27.3,8.3,152.8,28.9,,,,,,,,,2016,HaiNan Province,海南省,Hainan
A375,PRJNA609577,A375,-,4.8,13.8,48.0,118.8,28.0,23.6,,55.8,27.3,5.8,155.9,28.2,,,,,,,,,2016,HaiNan Province,海南省,Hainan
A374,PRJNA609577,A374,-,4.0,14.0,50.0,131.0,37.8,28.9,6.6,69.0,23.8,6.4,122.3,55.2,,,,,,,,,2016,HaiNan Province,海南省,Hainan
A334,PRJNA609577,A334,-,4.0,12.0,45.0,115.4,25.8,22.4,6.9,59.5,27.0,8.6,144.4,34.6,,,,,,,,,2016,HaiNan Province,海南省,Hainan
Dan341,PRJNA609577,Dan341,-,5.7,18.7,62.0,150.3,46.3,30.8,12.5,74.3,36.5,17.3,146.3,34.5,,,,,,,,,2016,HaiNan Province,海南省,Hainan
K55,PRJNA609577,K55,-,6.0,18.0,55.0,141.2,35.4,25.1,8.7,60.6,28.0,11.4,157.2,25.5,,,,,,,,,2016,HaiNan Province,海南省,Hainan
A188,PRJNA609577,A188,-,5.0,14.7,46.0,131.8,29.4,22.3,7.5,53.6,27.0,17.5,151.1,31.4,,,,,,,,,2016,HaiNan Province,海南省,Hainan
CI31A,PRJNA609577,CI31A,-,4.6,17.8,65.0,166.6,64.8,38.9,9.2,73.7,39.4,11.0,151.2,27.6,,,,,,,,,2016,HaiNan Province,海南省,Hainan
CM37,PRJNA609577,CM37,-,4.3,11.3,43.0,124.8,23.4,18.8,7.0,57.8,31.0,4.8,131.6,44.7,,,,,,,,,2016,HaiNan Province,海南省,Hainan
Dan99chang,PRJNA609577,Dan99chang,-,6.0,17.0,52.0,162.6,52.2,32.1,9.2,68.3,29.0,6.7,160.8,21.6,,,,,,,,,2016,HaiNan Province,海南省,Hainan
R168,PRJNA609577,R168,-,3.6,13.8,49.0,173.6,62.8,36.2,7.5,72.4,30.4,11.8,139.7,43.3,,,,,,,,,2016,HaiNan Province,海南省,Hainan
N28,PRJNA609577,N28,-,6.5,20.5,58.0,164.7,54.0,32.8,8.4,65.8,22.8,8.8,158.4,27.6,,,,,,,,,2016,HaiNan Province,海南省,Hainan
LD61,PRJNA609577,LD61,-,5.3,16.3,51.0,197.0,66.4,33.7,9.8,85.8,34.7,7.0,167.3,17.8,,,,,,,,,2016,HaiNan Province,海南省,Hainan
LH212Ht,PRJNA609577,LH212Ht,-,4.5,16.3,55.0,188.4,74.0,39.3,8.0,71.3,28.7,4.8,154.1,24.9,,,,,,,,,2016,HaiNan Province,海南省,Hainan
LH208,PRJNA609577,LH208,-,6.0,17.0,56.0,161.2,52.2,32.4,9.3,76.5,24.1,4.8,150.8,33.9,,,,,,,,,2016,HaiNan Province,海南省,Hainan
LH181,PRJNA609577,LH181,-,5.3,15.0,52.0,218.0,63.0,28.9,10.9,72.9,36.8,3.4,147.7,29.4,,,,,,,,,2016,HaiNan Province,海南省,Hainan
LH128,PRJNA609577,LH128,-,6.3,16.0,54.0,146.6,52.0,35.5,8.2,65.6,23.4,4.5,139.7,34.3,,,,,,,,,2016,HaiNan Province,海南省,Hainan
NL001,PRJNA609577,NL001,-,5.2,18.2,52.0,175.8,73.0,41.5,7.9,64.3,23.8,6.8,143.1,35.4,,,,,,,,,2016,HaiNan Province,海南省,Hainan
BCC03,PRJNA609577,BCC03,-,5.5,16.5,58.0,183.4,52.8,28.8,8.7,76.0,31.3,11.4,154.5,27.5,,,,,,,,,2016,HaiNan Province,海南省,Hainan
PHV07,PRJNA609577,PHV07,-,5.0,16.5,54.0,177.8,62.8,35.3,9.0,66.1,35.5,2.9,157.5,26.3,,,,,,,,,2016,HaiNan Province,海南省,Hainan
PHP76,PRJNA609577,PHP76,-,5.8,17.0,53.0,160.2,54.2,33.8,7.8,69.0,36.3,6.5,144.8,34.3,,,,,,,,,2016,HaiNan Province,海南省,Hainan
PHJ65,PRJNA609577,PHJ65,-,8.0,21.3,59.0,234.4,73.0,31.1,10.6,88.6,30.8,13.7,154.9,19.3,,,,,,,,,2016,HaiNan Province,海南省,Hainan
LH191,PRJNA609577,LH191,-,4.7,14.7,56.0,122.6,33.2,27.1,9.6,62.7,27.1,6.7,143.4,39.5,,,,,,,,,2016,HaiNan Province,海南省,Hainan
Zaodahuang,PRJNA609577,Zaodahuang,-,4.7,14.0,50.0,144.0,49.4,34.3,6.9,58.0,21.4,5.9,147.0,36.4,,,,,,,,,2016,HaiNan Province,海南省,Hainan
832,PRJNA609577,832,-,5.3,17.7,57.0,167.8,54.2,32.3,8.0,69.0,19.2,5.2,164.2,21.9,,,,,,,,,2016,HaiNan Province,海南省,Hainan
803,PRJNA609577,803,-,4.3,16.3,58.0,107.4,46.2,43.0,8.2,58.5,,9.6,170.2,17.0,,,,,,,,,2016,HaiNan Province,海南省,Hainan
434,PRJNA609577,434,-,6.0,15.8,51.0,133.8,32.6,24.4,8.2,62.4,31.5,7.0,153.1,27.6,,,,,,,,,2016,HaiNan Province,海南省,Hainan
4112,PRJNA609577,4112,-,6.0,16.5,55.0,150.4,44.0,29.3,9.4,61.2,23.3,4.6,163.8,21.5,,,,,,,,,2016,HaiNan Province,海南省,Hainan
4F1,PRJNA609577,4F1,-,5.2,16.6,54.0,188.5,54.8,29.0,9.7,69.3,36.0,9.3,139.8,46.7,,,,,,,,,2016,HaiNan Province,海南省,Hainan
812,PRJNA609577,812,-,5.0,15.7,58.0,170.0,55.6,32.7,10.0,72.2,26.2,8.0,164.5,19.0,,,,,,,,,2016,HaiNan Province,海南省,Hainan
446,PRJNA609577,446,-,5.7,16.9,51.0,175.0,60.0,34.3,10.8,71.8,33.6,12.5,152.7,28.4,,,,,,,,,2016,HaiNan Province,海南省,Hainan
Yan414,PRJNA609577,Yan414,-,5.0,14.7,51.0,168.3,55.9,33.2,11.5,63.6,28.7,4.2,152.5,31.8,,,,,,,,,2016,HaiNan Province,海南省,Hainan
CI66,PRJNA609577,CI66,-,6.3,20.4,63.0,177.4,62.4,35.2,9.4,56.0,27.0,8.4,150.6,30.5,,,,,,,,,2016,HaiNan Province,海南省,Hainan
Dahuang46,PRJNA609577,Dahuang46,-,4.3,17.3,55.0,203.8,94.4,46.3,8.9,57.6,34.8,16.6,134.0,50.5,,,,,,,,,2016,HaiNan Province,海南省,Hainan
Oh7,PRJNA609577,Oh7,-,5.4,17.4,57.0,231.6,89.4,38.6,8.3,82.6,36.3,12.0,157.9,27.8,,,,,,,,,2016,HaiNan Province,海南省,Hainan
KY228,PRJNA609577,KY228,-,6.0,19.2,58.0,196.6,62.4,31.7,10.1,76.2,30.3,22.6,150.8,36.1,,,,,,,,,2016,HaiNan Province,海南省,Hainan
CM105,PRJNA609577,CM105,-,5.0,14.8,48.0,169.6,52.6,31.0,7.4,74.4,25.7,4.0,144.2,36.6,,,,,,,,,2016,HaiNan Province,海南省,Hainan
B57,PRJNA609577,B57,-,5.8,17.3,52.0,165.6,51.8,31.3,8.7,74.0,30.4,17.8,141.3,39.7,,,,,,,,,2016,HaiNan Province,海南省,Hainan
B69,PRJNA609577,B69,-,6.4,18.6,56.0,203.8,73.0,35.8,9.0,79.8,27.8,8.6,138.0,45.0,,,,,,,,,2016,HaiNan Province,海南省,Hainan
Mo18W,PRJNA609577,Mo18W,-,6.2,19.0,57.0,233.4,88.8,38.0,8.8,87.8,40.6,21.2,145.7,37.8,,,,,,,,,2016,HaiNan Province,海南省,Hainan
B64,PRJNA609577,B64,-,6.2,19.2,63.0,208.6,87.8,42.1,8.3,88.6,35.4,8.0,161.3,21.8,,,,,,,,,2016,HaiNan Province,海南省,Hainan
B96,PRJNA609577,B96,-,4.5,14.8,53.0,171.4,51.2,29.9,7.2,62.4,32.4,15.7,135.3,44.2,,,,,,,,,2016,HaiNan Province,海南省,Hainan
I_205,PRJNA609577,I_205,-,,,,,,,,,,,,,,,,,,,,,2016,HaiNan Province,海南省,Hainan
Liao2202,PRJNA609577,Liao2202,-,5.6,17.6,59.0,162.2,61.6,38.0,10.6,57.4,25.8,15.0,162.0,23.8,,,,,,,,,2016,HaiNan Province,海南省,Hainan
B10,PRJNA609577,B10,-,6.5,19.5,58.0,184.5,54.4,29.5,8.9,81.8,27.4,11.4,141.0,36.5,,,,,,,,,2016,HaiNan Province,海南省,Hainan
B8,PRJNA609577,B8,-,5.0,16.5,50.0,192.8,80.2,41.6,7.9,71.4,26.3,12.2,145.0,37.8,,,,,,,,,2016,HaiNan Province,海南省,Hainan
A171,PRJNA609577,A171,-,5.0,15.0,45.0,189.2,56.2,29.7,7.6,74.4,29.3,17.5,166.6,21.9,,,,,,,,,2016,HaiNan Province,海南省,Hainan
Lv10,PRJNA609577,Lv10,-,5.5,16.5,50.0,165.0,38.0,23.0,10.1,74.3,36.3,12.5,159.2,23.3,,,,,,,,,2016,HaiNan Province,海南省,Hainan
PHJ40,PRJNA609577,PHJ40,-,5.0,15.0,46.0,154.0,55.8,36.2,8.2,65.5,30.3,5.0,129.3,46.7,,,,,,,,,2016,HaiNan Province,海南省,Hainan
A71,PRJNA609577,A71,-,5.0,16.5,50.0,180.2,78.0,43.3,9.6,70.6,38.3,19.9,119.0,58.9,,,,,,,,,2016,HaiNan Province,海南省,Hainan
C14,PRJNA609577,C14,-,4.5,14.3,45.0,143.2,55.6,38.8,6.6,66.4,27.7,7.0,127.1,47.9,,,,,,,,,2016,HaiNan Province,海南省,Hainan
C46,PRJNA609577,C46,-,4.6,14.6,45.0,182.3,67.5,37.0,8.8,65.8,27.7,16.6,136.4,50.2,,,,,,,,,2016,HaiNan Province,海南省,Hainan
Baihe43,PRJNA609577,Baihe43,-,5.3,16.3,55.0,151.6,44.0,29.0,10.6,73.0,35.4,8.2,160.7,21.8,,,,,,,,,2016,HaiNan Province,海南省,Hainan
R177,PRJNA609577,R177,-,6.2,16.2,53.0,182.6,40.4,22.1,8.6,73.4,34.1,7.0,143.7,33.7,,,,,,,,,2016,HaiNan Province,海南省,Hainan
R2,PRJNA609577,R2,-,5.4,15.6,55.0,179.6,68.0,37.9,8.6,70.4,32.3,9.0,153.2,29.4,,,,,,,,,2016,HaiNan Province,海南省,Hainan
W9,PRJNA609577,W9,-,5.3,15.5,49.0,164.8,57.8,35.1,8.7,62.6,21.8,10.4,147.0,31.4,,,,,,,,,2016,HaiNan Province,海南省,Hainan
W22,PRJNA609577,W22,-,5.6,17.0,51.0,168.0,60.0,35.7,10.8,76.0,31.5,10.1,151.2,32.1,,,,,,,,,2016,HaiNan Province,海南省,Hainan
PHR30,PRJNA609577,PHR30,-,7.0,18.0,52.0,184.4,57.4,31.1,8.1,67.3,27.2,4.2,157.2,27.2,,,,,,,,,2016,HaiNan Province,海南省,Hainan
Ji63,PRJNA609577,Ji63,-,5.0,16.0,51.0,176.0,59.8,34.0,9.8,65.1,31.0,8.8,146.8,30.5,,,,,,,,,2016,HaiNan Province,海南省,Hainan
Dong237,PRJNA609577,Dong237,-,5.0,14.0,51.0,141.6,21.8,15.4,9.5,71.7,24.0,5.0,142.1,39.9,,,,,,,,,2016,HaiNan Province,海南省,Hainan
Chang3,PRJNA609577,Chang3,-,5.7,15.0,48.0,191.4,48.8,25.5,9.6,72.6,32.3,3.8,151.0,28.6,,,,,,,,,2016,HaiNan Province,海南省,Hainan
Lv9kuan,PRJNA609577,Lv9kuan,-,5.3,16.3,58.0,162.2,55.2,34.0,10.7,76.8,30.4,22.6,159.3,26.7,,,,,,,,,2016,HaiNan Province,海南省,Hainan
PHBA6,PRJNA609577,PHBA6,-,6.0,18.0,51.0,242.6,86.4,35.6,8.0,77.6,35.5,12.7,156.5,24.3,,,,,,,,,2016,HaiNan Province,海南省,Hainan
48_2,PRJNA609577,48_2,-,4.0,15.0,53.0,127.4,51.6,40.5,8.6,66.0,29.4,15.4,154.5,26.0,,,,,,,,,2016,HaiNan Province,海南省,Hainan
Luyuan92,PRJNA609577,Luyuan92,-,6.3,16.7,53.0,178.8,52.8,29.5,10.1,69.0,28.1,6.5,137.1,47.5,,,,,,,,,2016,HaiNan Province,海南省,Hainan
LH215,PRJNA609577,LH215,-,5.8,16.8,54.0,191.8,57.6,30.0,8.3,66.9,29.6,3.7,139.0,41.4,,,,,,,,,2016,HaiNan Province,海南省,Hainan
LH162,PRJNA609577,LH162,-,4.4,14.1,46.0,155.0,52.0,33.5,7.3,62.9,29.1,11.7,145.4,37.2,,,,,,,,,2016,HaiNan Province,海南省,Hainan
LH196,PRJNA609577,LH196,-,6.3,16.7,51.0,194.0,42.0,21.6,8.4,79.0,33.7,6.3,150.0,33.0,,,,,,,,,2016,HaiNan Province,海南省,Hainan
2MA22,PRJNA609577,2MA22,-,5.6,14.8,48.0,197.4,44.4,22.5,9.6,82.8,38.7,7.0,162.4,17.1,,,,,,,,,2016,HaiNan Province,海南省,Hainan
H99,PRJNA609577,H99,-,6.8,16.6,51.0,149.2,42.6,28.6,8.7,67.6,23.6,6.0,142.7,37.4,,,,,,,,,2016,HaiNan Province,海南省,Hainan
WIL_25,PRJNA609577,WIL_25,-,6.2,18.4,57.0,205.8,60.4,29.3,8.9,80.6,34.1,2.3,164.6,20.0,,,,,,,,,2016,HaiNan Province,海南省,Hainan
LH205,PRJNA609577,LH205,-,5.8,17.0,52.0,191.4,61.8,32.3,7.5,74.2,26.8,6.5,153.7,30.8,,,,,,,,,2016,HaiNan Province,海南省,Hainan
DH40,PRJNA609577,DH40,-,5.0,16.8,60.0,219.4,85.6,39.0,10.5,61.7,29.4,8.8,162.5,20.4,,,,,,,,,2016,HaiNan Province,海南省,Hainan
PH207,PRJNA609577,PH207,-,5.0,16.0,50.0,179.6,72.0,40.1,7.7,70.2,31.1,13.4,138.4,41.0,,,,,,,,,2016,HaiNan Province,海南省,Hainan
Y223,PRJNA609577,Y223,-,8.0,20.3,59.0,172.2,72.2,41.9,12.1,51.0,,3.0,155.7,26.6,,,,,,,,,2016,HaiNan Province,海南省,Hainan
Fu8501,PRJNA609577,Fu8501,-,6.0,18.7,59.0,156.0,63.2,40.5,11.7,65.4,27.1,10.2,161.9,20.1,,,,,,,,,2016,HaiNan Province,海南省,Hainan
PHGG7,PRJNA609577,PHGG7,-,4.0,13.6,43.0,179.2,61.4,34.3,5.9,64.8,29.8,13.1,137.3,42.0,,,,,,,,,2016,HaiNan Province,海南省,Hainan
MQ305,PRJNA609577,MQ305,-,4.6,14.4,49.0,166.8,53.0,31.8,7.9,64.0,26.9,11.6,145.1,41.3,,,,,,,,,2016,HaiNan Province,海南省,Hainan
18_599,PRJNA609577,18_599,-,5.7,18.3,61.0,171.2,66.8,39.0,8.3,72.8,26.8,13.0,149.9,40.1,,,,,,,,,2016,HaiNan Province,海南省,Hainan
Lv28,PRJNA609577,Lv28,-,6.5,17.8,54.0,150.4,47.8,31.8,8.4,64.4,20.0,12.6,158.4,27.2,,,,,,,,,2016,HaiNan Province,海南省,Hainan
LH193,PRJNA609577,LH193,-,6.3,16.8,55.0,175.4,48.2,27.5,8.0,74.3,29.9,4.9,161.7,10.7,,,,,,,,,2016,HaiNan Province,海南省,Hainan
87_1,PRJNA609577,87_1,-,5.0,15.0,53.0,156.2,45.0,28.8,10.3,70.8,26.7,9.7,161.6,22.8,,,,,,,,,2016,HaiNan Province,海南省,Hainan
WIL_21,PRJNA609577,WIL_21,-,4.3,15.0,55.0,177.6,52.0,29.3,10.1,75.0,38.0,5.0,150.2,32.6,,,,,,,,,2016,HaiNan Province,海南省,Hainan
WIL_24,PRJNA609577,WIL_24,-,5.7,17.3,53.0,183.6,67.8,36.9,7.3,68.8,24.6,6.2,156.6,17.4,,,,,,,,,2016,HaiNan Province,海南省,Hainan
A554,PRJNA609577,A554,-,4.8,14.8,49.0,153.8,42.0,27.3,7.6,62.4,26.8,9.6,149.5,38.0,,,,,,,,,2016,HaiNan Province,海南省,Hainan
LH194,PRJNA609577,LH194,-,6.3,20.0,61.0,162.5,54.8,33.7,8.8,78.3,24.8,6.0,158.5,22.4,,,,,,,,,2016,HaiNan Province,海南省,Hainan
NQ508,PRJNA609577,NQ508,-,5.2,17.4,57.0,189.0,82.6,43.7,8.5,65.2,29.8,5.7,145.0,36.7,,,,,,,,,2016,HaiNan Province,海南省,Hainan
ICI_893,PRJNA609577,ICI_893,-,6.3,17.3,58.0,162.6,41.6,25.6,7.9,69.4,32.1,6.7,158.3,21.1,,,,,,,,,2016,HaiNan Province,海南省,Hainan
ICI_441,PRJNA609577,ICI_441,-,5.6,16.6,56.0,184.0,50.0,27.2,7.8,75.0,28.8,5.8,163.8,24.7,,,,,,,,,2016,HaiNan Province,海南省,Hainan
ICI_193,PRJNA609577,ICI_193,-,5.3,17.8,50.0,188.2,89.2,47.4,6.3,51.9,21.9,9.4,132.1,55.9,,,,,,,,,2016,HaiNan Province,海南省,Hainan
LH222,PRJNA609577,LH222,-,5.3,15.3,50.0,158.8,47.0,29.6,7.1,63.5,22.1,4.9,154.2,28.2,,,,,,,,,2016,HaiNan Province,海南省,Hainan
