Sample_ID,Bioproject,Name,Name_cn,Number of one seed per pod,Ratio of one seed per pod,Number of two seed per pod,Ratio of two seed per pod,Number of three seed per pod,Ratio of three seed per pod,Number of four seed per pod,Ratio of four seed per pod,L_Ala content,L_Asp/Asn content,Beginning bloom date,Beginning pod date,Branch pod number,Chlorophyll content,FA16 content,FA16 ratio,FA18 content,FA18 ratio,FA18_1 content,FA18_1 ratio,FA18_2 content,FA18_2 ratio,FA18_3 content,FA18_3 ratio,FA content,Full bloom date,Flower color,Full pod date,L_Glu/Gln content,L_Gly content,Hilum color,Height of the lowest pod,100-seed weight(g),L_Ile content,Last bloom date,Leaf length,Lodging,Leaf shape,Leaf width,L_Leu content,L_Lys content,Pod maturity date,Branch shape,Pubescence color,Pod density,Podding habit,Plant height,Protein content,Pod shattering,Plant weight,L_Phe content,Seed brightness,Seed coat color,Seed length,Seedling date,Stem node number,Stem pod number,Sterial pod number,Seed shape,Seed thickness,Stem diameter,Stem shape,Seed width,Seed weight per plant,L_Ser content,Total pod number,Total seed number,L_Thr content,L_Tyr content,Valid branch number,L_Val content,Branch node number,Chlorophyll content(last bloom),Chlorophyll content(full bloom),Invalid branch number,Leaf color,Leaf length(before bloom),Leaf length(last bloom),Leaf length(full bloom),Leaf width(before bloom),Leaf width(full bloom),Leaf width(last bloom),Nodule number,Overground biomass,Pod color,Pod damaged by insect,Seedling color,Soybean mosaic virus,Hilum diffusion,Plant stem weight,Seed damaged by insect,As75 content,B11 content,Ca43 content,Cd114 content,Co59 content,Cr52 content,Cu65 content,Fe57 content,K39 content,Mg25 content,Mn55 content,Na23 content,Ni60 content,P31 content,Pb208 content,Resistance to cyst nematode 3,Resistance to cyst nematode 4,Rb85 content,S34 content,Se82 content,Sr88 content,Ti47 content,Zn66 content,Treatment,Years,Region,Region_cn
SRR5902889,PRJNA394629,Qing Mo Shi Dou,青秣食豆,21.3333,0.284444,42.3333,0.564444,11,0.146667,0.333333,0.00444444,,,65,,,,,,,,,,,,,,,,1,,,,3,10.6667,9.7,,,,,,,,,137,,2,,1,159.667,,2,,,,2,,14,19.6667,,,5,,,,,119.3,,75,140.333,,,6,,,,,,,,,,,,,,690,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Wet,2014,Shan Xi,山西省
SRR5902889,PRJNA394629,Qing Mo Shi Dou,青秣食豆,12,0.315789,20.5,0.539474,5.5,0.144737,0,0,,,58,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,133,,,,,151.5,,,,,,,,14,17,,,,,,,,29.4,,38,69.5,,,1.75,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drought,2014,Shan Xi,山西省
SRR5902889,PRJNA394629,Qing Mo Shi Dou,青秣食豆,14,0.202899,42,0.608696,13,0.188406,0,0,,,,,43,45.7,,,,,,,,,,,,,1,,,,,20.1,,,,,,3,,,,,,2,0.348993,,74.5,,,28.94,,,,,15,15,26,0,,,0.528,,,12.12,,69,,,,3,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,Shan Xi,山西省
SRR5902889,PRJNA394629,Qing Mo Shi Dou,青秣食豆,17.6667,0.206226,56.3333,0.657588,11.6667,0.136187,0,0,,,45,,40,,,,,,,,,,,,,48,1,,,,3,3.46667,,,62,,3,3,4.96667,,,160,2,2,,1,111.633,,1,,,1,2,,,20.3333,45.6667,,3,,,3,,,,85.6667,165.333,,,2.33333,,,26.2,37.6333,,,6.9,8.23333,10.7,5.33333,37.2333,8.5,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,Bei Jing,北京市
SRR5902890,PRJNA394629,Xiao Bian Yuan Dou,小扁圆豆,60.3333,0.399559,85.3333,0.565121,5.33333,0.0353201,0,0,,,70,,,,,,,,,,,,,,,,2,,,,3,13.6667,13.3,,,,,,,,,158,,1,,1,190,,2,,,,2,,14,28.3333,,,3,,,,,133.1,,151,247,,,5.33333,,,,,,,,,,,,,,650,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Wet,2014,Shan Xi,山西省
SRR5902890,PRJNA394629,Xiao Bian Yuan Dou,小扁圆豆,10.4,0.247619,29,0.690476,2.6,0.0619048,0,0,,,64,,,,,,,,,,,,,,,,,,,,,21.4,11.85,,,,,,,,,132,,,,,133,,,,,,,,14,20,,,,,,,,54.1,,42,76.2,,,2.8,,,,,,,,,,,,,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drought,2014,Shan Xi,山西省
SRR5902890,PRJNA394629,Xiao Bian Yuan Dou,小扁圆豆,35,0.243056,60,0.416667,49,0.340278,0,0,,,,,96,33.9,,,,,,,,,,,,,2,,,,,4.5,,,,,,3,,,,,,1,0.621242,,99.8,,,54.07,,,,,15,17,62,14,,,1.026,,,20.23,,158,,,,4,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,Shan Xi,山西省
SRR5902890,PRJNA394629,Xiao Bian Yuan Dou,小扁圆豆,22,0.230769,61,0.63986,12.3333,0.129371,0,0,,,55,,51.3333,,,,,,,,,,,,,58,2,,,,3,3.6,,,73,,4,3,5.5,,,142,2,1,,1,119.567,,1,,,2,2,,,21.3333,44,,3,,,1,,,,95.3333,181,,,3.33333,,,28.1333,45.6,,,8.53333,11.9333,13.0333,7.56667,36.2667,8.83333,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,Bei Jing,北京市
SRR5902891,PRJNA394629,Qing Pi Ping Ding Xiang,青皮平顶香,9,0.128571,33,0.471429,28,0.4,0,0,,,73,,,,,,,,,,,,,,,,1,,,,,27.3333,14.85,,,,,,,,,155,,1,,2,87.6667,,1,,,,2,,14,16.3333,,,1,,,,,380,,70,159,,,6.33333,,,,,,,,,,,,,,1020,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Wet,2014,Shan Xi,山西省
SRR5902891,PRJNA394629,Qing Pi Ping Ding Xiang,青皮平顶香,2.4,0.114286,13.4,0.638095,5.2,0.247619,0,0,,,65,,,,,,,,,,,,,,,,,,,,,21.2,15.1,,,,,,,,,130,,,,,63,,,,,,,,14,12.6,,,,,,,,38.8,,21,44.8,,,1.4,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drought,2014,Shan Xi,山西省
SRR5902891,PRJNA394629,Qing Pi Ping Ding Xiang,青皮平顶香,14,0.25,21,0.375,21,0.375,0,0,,,,,12,40.2,,,,,,,,,,,,,1,,,,,18.5,,,,,,3,,,,,,1,0.575163,,76.5,,,38.77,,,,,13,20,44,0,,,0.664,,,17.4,,56,,,,2,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,Shan Xi,山西省
SRR5902891,PRJNA394629,Qing Pi Ping Ding Xiang,青皮平顶香,26.3333,0.135043,105.667,0.54188,63,0.323077,0,0,,,52,,140.667,,,,,,,,,,,,,55,1,,,,3,2.76667,,,65,,1,3,4.36667,,,142,2,1,,3,47.3667,,1,,,1,2,,,13.6667,54.3333,,3,,,1,,,,195,426.667,,,5.66667,,,14.9667,44.4333,,,5.86667,15.1,12.8,8.46667,37,9.93333,6,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,Bei Jing,北京市
SRR5902892,PRJNA394629,Hong Da Dou,红大豆,10,0.113379,53.2,0.603175,25,0.283447,0,0,,,66,,,,,,,,,,,,,,,,2,,,,3,16.2,11.9,,,,,,,,,139,,1,,1,127.8,,1,,,,4,,14,21.4,,,5,,,,,339.4,,88.2,191.4,,,3.6,,,,,,,,,,,,,,1010,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Wet,2014,Shan Xi,山西省
SRR5902892,PRJNA394629,Hong Da Dou,红大豆,7.6,0.137184,27.6,0.498195,20.2,0.364621,0,0,,,61,,,,,,,,,,,,,,,,,,,,,9,13.2,,,,,,,,,131,,,,,92.4,,,,,,,,14,18.2,,,,,,,,105.6,,55.4,123.4,,,2.8,,,,,,,,,,,,,,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drought,2014,Shan Xi,山西省
SRR5902892,PRJNA394629,Hong Da Dou,红大豆,62,0.316327,96,0.489796,38,0.193878,0,0,,,,,138,41.35,,,,,,,,,,,,,2,,,,,18.5,,,,,,3,,,,,,1,0.602716,,117.8,,,107.78,,,,,15,22,71,13,,,0.698,,,42.76,,209,,,,4,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,Shan Xi,山西省
SRR5902892,PRJNA394629,Hong Da Dou,红大豆,13.3333,0.17094,33,0.423077,31.6667,0.405983,0,0,,,52,,26.3333,,,,,,,,,,,,,55,2,,,,3,3.53333,,,62,,2,3,4.4,,,118,2,1,,2,120.9,,1,,,1,4,,,25,51.6667,,3,,,1,,,,78,174.333,,,3,,,18.3,43,,,6.13333,10.2333,11.7,6.96667,38,9.06667,16.6667,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,Bei Jing,北京市
SRR5903066,PRJNA394629,Yang Da Li,洋大粒,14.6667,0.221106,37,0.557789,14.6667,0.221106,0,0,,,76,,,,,,,,,,,,,,,,2,,,,3,12.6667,16.65,,,,,,,,,159,,2,,1,115.333,,1,,,,3,,14,21.6667,,,3,,,,,250.3,,66.3333,132.667,,,4,,,,,,,,,,,,,,700,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Wet,2014,Shan Xi,山西省
SRR5903066,PRJNA394629,Yang Da Li,洋大粒,21,0.386503,26,0.478528,7.33333,0.134969,0,0,,,49,,,,,,,,,,,,,,,,,,,,,5,23.45,,,,,,,,,133,,,,,63,,,,,,,,14,16,,,,,,,,55.5,,54.3333,95,,,2.33333,,,,,,,,,,,,,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drought,2014,Shan Xi,山西省
SRR5903066,PRJNA394629,Yang Da Li,洋大粒,37,0.232704,97,0.610063,25,0.157233,0,0,,,,,123,35.7,,,,,,,,,,,,,2,,,,,14.2,,,,,,3,,,,,,2,0.317597,,116.5,,,130.98,,,,,15,23,37,1,,,0.786,,,57.77,,160,,,,3,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,Shan Xi,山西省
SRR5903066,PRJNA394629,Yang Da Li,洋大粒,12.3333,0.194737,42.3333,0.668421,8.66667,0.136842,0,0,,,48,,14,,,,,,,,,,,,,52,2,,,,4,2.83333,,,62,,2,3,4.4,,,160,2,2,,3,103.4,,1,,,2,3,,,24.6667,49.3333,,3,,,1,,,,63.3333,123,,,1,,,19.1667,34.9,,,6.06667,11.1333,11.8333,9.8,34.1,8.6,21,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,Bei Jing,北京市
SRR5903070,PRJNA394629,Hei Qi Huang Dou,黑脐黄豆,15.6,0.320988,30.6,0.62963,2.4,0.0493827,0,0,,,66,,,,,,,,,,,,,,,,2,,,,2,10.4,17.55,,,,,,,,,143,,1,,3,70,,1,,,,1,,14,13.8,,,3,,,,,160.9,,48.6,84,,,2,,,,,,,,,,,,,,480,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Wet,2014,Shan Xi,山西省
SRR5903070,PRJNA394629,Hei Qi Huang Dou,黑脐黄豆,8.25,0.3,18,0.654545,1.25,0.0454545,0,0,,,64,,,,,,,,,,,,,,,,,,,,,9.75,17.3,,,,,,,,,131,,,,,38,,,,,,,,14,10.5,,,,,,,,32.6,,27.5,48,,,0.5,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drought,2014,Shan Xi,山西省
SRR5903070,PRJNA394629,Hei Qi Huang Dou,黑脐黄豆,6,0.0882353,46,0.676471,16,0.235294,0,0,,,,,31,38.45,,,,,,,,,,,,,2,,,,,8.5,,,,,,3,,,,,,1,0.6914,,59.3,,,44.64,,,,,15,11,41,4,,,0.846,,,20.76,,72,,,,3,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,Shan Xi,山西省
SRR5903070,PRJNA394629,Hei Qi Huang Dou,黑脐黄豆,25.6667,0.261905,59.6667,0.608844,12.6667,0.129252,0,0,,,52,,60.3333,,,,,,,,,,,,,55,2,,,,1,3.96667,,,65,,1,3,5.4,,,127,2,1,,3,38.7,,1,,,1,1,,,10.6667,37.6667,,3,,,1,,,,98,183,,,4.66667,,,15.3667,32.8,,,7.06667,11.7333,12.4333,7,43,7.83333,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,Bei Jing,北京市
SRR5902801,PRJNA394629,Jin Yuan  -2,金元 (2),19,0.273775,37,0.533141,13.4,0.193084,0,0,,,56,,,,,,,,,,,,,,,,1,,,,3,14,19.8,,,,,,,,,129,,1,,2,65.4,,1,,,,1,,14,12.4,,,1,,,,,420,,69.4,133.2,,,3.2,,,,,,,,,,,,,,980,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Wet,2014,Shan Xi,山西省
SRR5902801,PRJNA394629,Jin Yuan  -2,金元 (2),8,0.191388,23.6,0.564593,10.2,0.244019,0,0,,,53,,,,,,,,,,,,,,,,,,,,,4.8,19.85,,,,,,,,,131,,,,,32,,,,,,,,14,9,,,,,,,,108,,41.8,85.8,,,2,,,,,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drought,2014,Shan Xi,山西省
SRR5902801,PRJNA394629,Jin Yuan  -2,金元 (2),19,0.188119,51,0.504951,31,0.306931,0,0,,,,,65,42.65,,,,,,,,,,,,,1,,,,,14.8,,,,,,3,,,,,,1,0.652921,,58.2,,,60.57,,,,,15,15,38,2,,,0.628,,,32.34,,103,,,,4,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,Shan Xi,山西省
SRR5902801,PRJNA394629,Jin Yuan  -2,金元 (2),24,0.286853,38.3333,0.458167,21.3333,0.25498,0,0,,,45,,51,,,,,,,,,,,,,48,1,,,,3,3.7,,,58,,1,3,4.63333,,,118,2,1,,3,42.4667,,1,,,1,1,,,8,32.6667,,3,,,1,,,,83.6667,164.667,,,3.33333,,,21.8333,41.9667,,,5.93333,11.3333,13.4667,7.73333,41.6333,10,28,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,Bei Jing,北京市
SRR5902800,PRJNA394629,Bian Hei Dou,扁黑豆,23,0.17037,72,0.533333,40,0.296296,0,0,,,73,,,,,,,,,,,,,,,,2,,,,3,21.3333,11.85,,,,,,,,,143,,2,,1,176.667,,1,,,,3,,14,24.6667,,,5,,,,,202.1,,135,287,,,7,,,,,,,,,,,,,,890,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Wet,2014,Shan Xi,山西省
SRR5902800,PRJNA394629,Bian Hei Dou,扁黑豆,8.4,0.202899,19.4,0.468599,13.2,0.318841,0.4,0.00966184,,,73,,,,,,,,,,,,,,,,,,,,,25.6,11.4,,,,,,,,,144,,,,,125.6,,,,,,,,14,19.6,,,,,,,,56.7,,41.4,88.4,,,2,,,,,,,,,,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drought,2014,Shan Xi,山西省
SRR5902800,PRJNA394629,Bian Hei Dou,扁黑豆,12,0.375,9,0.28125,10,0.3125,1,0.03125,,,,,39,39.25,,,,,,,,,,,,,2,,,,,16.3,,,,,,3,,,,,,2,0.46131,,67.2,,,37.41,,,,,14,16,31,18,,,0.818,,,15.46,,70,,,,4,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,Shan Xi,山西省
SRR5902803,PRJNA394629,Bai Pi Zi,白皮子,12.6667,0.20765,42.6667,0.699454,5.66667,0.0928962,0,0,,,66,,,,,,,,,,,,,,,,1,,,,3,27,23.15,,,,,,,,,159,,1,,2,97,,1,,,,1,,14,15,,,3,,,,,430,,61,115,,,1.66667,,,,,,,,,,,,,,1140,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Wet,2014,Shan Xi,山西省
SRR5902803,PRJNA394629,Bai Pi Zi,白皮子,5,0.162338,23.4,0.75974,2.4,0.0779221,0,0,,,69,,,,,,,,,,,,,,,,,,,,,22.4,23.05,,,,,,,,,141,,,,,73.6,,,,,,,,14,12.4,,,,,,,,59.9,,30.8,59,,,1.2,,,,,,,,,,,,,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drought,2014,Shan Xi,山西省
SRR5902803,PRJNA394629,Bai Pi Zi,白皮子,14,0.325581,27,0.627907,2,0.0465116,0,0,,,,,3,40,,,,,,,,,,,,,1,,,,,28.3,,,,,,3,,,,,,1,0.522565,,84.2,,,52.06,,,,,15,16,44,4,,,0.776,,,16.26,,47,,,,1,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,Shan Xi,山西省
SRR5902803,PRJNA394629,Bai Pi Zi,白皮子,28.6667,0.289562,62.3333,0.62963,8,0.0808081,0,0,,,52,,63,,,,,,,,,,,,,55,1,,,,2,3.13333,,,69,,1,3,6.36667,,,134,2,1,,3,76.9,,1,,,1,1,,,11.3333,36,,3,,,1,,,,99,177.333,,,3,,,21.2333,40.4667,,,8.23333,11.4,15,6.76667,38.3667,10.9,19.6667,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,Bei Jing,北京市
SRR5902802,PRJNA394629,Da Huang Dou -1,大黄豆 (1),3.8,0.0896226,20.4,0.481132,18.2,0.429245,0,0,,,43,,,,,,,,,,,,,,,,2,,,,3,5.8,12.5,,,,,,,,,100,,,,,42,,1,,,,1,,15,12.8,,,3,,,,,85.6,,42.4,99.2,,,2.4,,,,,,,,,,,,,,210,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Wet,2014,Shan Xi,山西省
SRR5902802,PRJNA394629,Da Huang Dou -1,大黄豆 (1),4.2,0.247059,10.4,0.611765,2.4,0.141176,0,0,,,42,,,,,,,,,,,,,,,,,,,,,6.8,12,,,,,,,,,87,,,,,22.4,,,,,,,,15,9.4,,,,,,,,15.7,,17,32.2,,,0.2,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drought,2014,Shan Xi,山西省
SRR5902802,PRJNA394629,Da Huang Dou -1,大黄豆 (1),27,0.364865,36,0.486486,11,0.148649,0,0,,,,,34,30.1,,,,,,,,,,,,,2,,,,,2.7,,,,,,3,,,,,,2,0.815603,,56.4,,,46.09,,,,,15,17,46,6,,,0.718,,,21.93,,80,,,,3,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,Shan Xi,山西省
SRR5902802,PRJNA394629,Da Huang Dou -1,大黄豆 (1),17,0.160377,48.6667,0.459119,40.3333,0.380503,0,0,,,31,,40,,,,,,,,,,,,,37,2,,,,3,3.66667,,,48,,1,3,3.46667,,,85,2,2,,2,66.8,,1,,,3,1,,,19.6667,66,,4,,,1,,,,106,235.333,,,3,,,27.5667,38.4667,,,5.2,12,11.6,4.16667,,6.26667,38,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,Bei Jing,北京市
SRR5902805,PRJNA394629,PI 567368,-,10,0.3125,16,0.5,6,0.1875,0,0,,,,,32,34.85,,,,,,,,,,,,,2,,,,,13.2,,,,,,3,,,,,,1,0,,72.6,,,30.58,,,,,15,18,,0,,,0.622,,,10.04,,32,,,,5,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,Shan Xi,山西省
SRR5902805,PRJNA394629,PI 567368,-,19,0.35625,30.3333,0.56875,4,0.075,0,0,,,62,,37,,,,,,,,,,,,,73,2,,,,3,3.9,,,85,,4,3,5.4,,,168,2,1,,1,118.533,,1,,,1,1,,,22.6667,16.3333,,3,,,3,,,,53.3333,91.6667,,,4.33333,,,25.8667,41.7,,,7.2,11.8333,12.8667,7.76667,38.6667,9.7,25,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,Bei Jing,北京市
SRR5902807,PRJNA394629,Te Da Li,特大粒,15.3333,0.315068,31,0.636986,2.33333,0.0479452,0,0,,,94,,,,,,,,,,,,,,,,2,,,,3,22.6667,25.15,,,,,,,,,200,,1,,1,123.667,,1,,,,2,,14,25.3333,,,1,,,,,186.4,,48.6667,84.3333,,,1.66667,,,,,,,,,,,,,,1250,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Wet,2014,Shan Xi,山西省
SRR5902807,PRJNA394629,Te Da Li,特大粒,7.33333,0.268293,16.3333,0.597561,3.66667,0.134146,0,0,,,93,,,,,,,,,,,,,,,,,,,,,33.6667,24.5,,,,,,,,,200,,,,,82.6667,,,,,,,,14,19.3333,,,,,,,,44.4,,27.3333,51,,,0.666667,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drought,2014,Shan Xi,山西省
SRR5902807,PRJNA394629,Te Da Li,特大粒,6,0.0821918,40,0.547945,27,0.369863,0,0,,,,,24,41.6,,,,,,,,,,,,,1,,,,,7.8,,,,,,3,,,,,,1,0.441413,,124.6,,,67.52,,,,,15,21,55,6,,,1.325,,,15.76,,79,,,,2,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,Shan Xi,山西省
SRR5902807,PRJNA394629,Te Da Li,特大粒,29.6667,0.316726,48,0.512456,16,0.170819,0,0,,,83,,6,,,,,,,,,,,,,91,2,,,,3,1.9,,,104,,2,3,6.06667,,,175,2,1,,2,124.567,,1,,,2,2,,,26.3333,87.6667,,3,,,1,,,,93.6667,173.667,,,2,,,16.7,39.8,,,7.93333,6.96667,13.2,5.73333,35.5667,10.2333,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,Bei Jing,北京市
SRR5902806,PRJNA394629,Bai Ke Huang,白壳黄,46,0.440895,57,0.546326,1.33333,0.0127796,0,0,,,57,,,,,,,,,,,,,,,,1,,,,3,22,19.25,,,,,,,,,151,,1,,1,99.3333,,1,,,,1,,14,24.3333,,,3,,,,,286.6,,104.333,164,,,5,,,,,,,,,,,,,,907,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Wet,2014,Shan Xi,山西省
SRR5902806,PRJNA394629,Bai Ke Huang,白壳黄,43.3333,0.454545,50.3333,0.527972,1.66667,0.0174825,0,0,,,73,,,,,,,,,,,,,,,,,,,,,9.66667,23.1,,,,,,,,,200,,,,,62,,,,,,,,14,17.3333,,,,,,,,150.2,,95.3333,149,,,7.66667,,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drought,2014,Shan Xi,山西省
SRR5902806,PRJNA394629,Bai Ke Huang,白壳黄,5,0.185185,18,0.666667,4,0.148148,0,0,,,,,8,31.8,,,,,,,,,,,,,1,,,,,11.6,,,,,,3,,,,,,1,0.227058,,105.7,,,35.02,,,,,15,21,24,5,,,0.908,,,9.17,,32,,,,2,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,Shan Xi,山西省
SRR5902806,PRJNA394629,Bai Ke Huang,白壳黄,4.33333,0.351351,7.66667,0.621622,0.333333,0.027027,0,0,,,83,,4,,,,,,,,,,,,,91,1,,,,3,3.53333,,,103,,1,3,4.9,,,175,2,1,,3,86.6667,,1,,,1,1,,,21,,,3,,,1,,,,12.3333,20.6667,,,3.66667,,,10.2667,40.5667,,,6.1,7.53333,12.5667,6.96667,34.7333,10.2667,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,Bei Jing,北京市
SRR5902799,PRJNA394629,Yi Wo Feng -1,一窝蜂 (1),12,0.173913,32,0.463768,25,0.362319,0,0,,,,,34,37.7,,,,,,,,,,,,,1,,,,,18.5,,,,,,3,,,,,,1,0.426195,,96.2,,,46.67,,,,,15,12,41,6,,,1.098,,,17.24,,75,,,,3,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,Shan Xi,山西省
SRR5902799,PRJNA394629,Yi Wo Feng -1,一窝蜂 (1),64.6667,0.527174,54,0.440217,4,0.0326087,0,0,,,83,,63.3333,,,,,,,,,,,,,91,1,,,,3,4.16667,,,94,,2,3,6.66667,,,175,2,1,,2,117.4,,1,,,1,1,,,24.6667,59.3333,,3,,,1,,,,122.667,184.667,,,5.66667,,,16,37.3,,,8.7,9.13333,13.3,5.8,38.0667,10,8.33333,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,Bei Jing,北京市
SRR5902798,PRJNA394629,Ma Ma Niu Mao Huang,麻麻牛毛黄,30.6667,0.27381,74.6667,0.666667,6.66667,0.0595238,0,0,,,121,,,,,,,,,,,,,,,,1,,,,3,33.3333,19.6,,,,,,,,,200,,2,,1,127.333,,1,,,,5,,14,26,,,3,,,,,251.7,,112,200,,,8.33333,,,,,,,,,,,,,,740,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Wet,2014,Shan Xi,山西省
SRR5902798,PRJNA394629,Ma Ma Niu Mao Huang,麻麻牛毛黄,31.3333,0.393305,43.6667,0.548117,4.66667,0.0585774,0,0,,,79,,,,,,,,,,,,,,,,,,,,,22.6667,25.75,,,,,,,,,170,,,,,111,,,,,,,,14,23.6667,,,,,,,,126.6,,79.6667,132.667,,,6.33333,,,,,,,,,,,,,,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drought,2014,Shan Xi,山西省
SRR5902798,PRJNA394629,Ma Ma Niu Mao Huang,麻麻牛毛黄,32,0.344086,45,0.483871,16,0.172043,0,0,,,,,56,34,,,,,,,,,,,,,1,,,,,6.6,,,,,,3,,,,,,2,0.482833,,93.2,,,113.4,,,,,15,22,45,8,,,1.238,,,43.42,,101,,,,3,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,Shan Xi,山西省
SRR5902798,PRJNA394629,Ma Ma Niu Mao Huang,麻麻牛毛黄,14,0.293706,28.3333,0.594406,5.33333,0.111888,0,0,,,83,,16.6667,,,,,,,,,,,,,91,1,,,,3,3.03333,,,97,,3,3,5.06667,,,175,2,2,,1,125.933,,1,,,2,4,,,23.3333,31,,1,,,1,,,,47.6667,86.6667,,,2.66667,,,13.4,48.3,,,6.93333,9.76667,12.8333,5.73333,31.7,9.43333,15,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,Bei Jing,北京市
SRR5903142,PRJNA394629,Huang Sha Dou -1,黄沙豆 (1),11.6667,0.1341,29,0.333333,33.6667,0.386973,12.6667,0.145594,,,59,,,,,,,,,,,,,,,,2,,,,4,15.3333,15.2,,,,,,,,,148,,2,,1,113.333,,1,,,,1,,14,27,,,1,,,,,290,,87,221.333,,,4.33333,,,,,,,,,,,,,,820,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Wet,2014,Shan Xi,山西省
SRR5903142,PRJNA394629,Huang Sha Dou -1,黄沙豆 (1),3,0.120968,8.8,0.354839,10,0.403226,3,0.120968,,,54,,,,,,,,,,,,,,,,,,,,,16,17.55,,,,,,,,,132,,,,,89,,,,,,,,14,16.6,,,,,,,,51.2,,24.8,62.6,,,1.2,,,,,,,,,,,,,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drought,2014,Shan Xi,山西省
